chamber_before_election,chamber_after_election,Party,Candidate,Year,Ideology,Nominate_D1_before,Nominate_D2_before,NP_D1_before,NP_D2_before,Nominate_D1_after,Nominate_D2_after,NP_D1_after,NP_D2_after
House,House,Republican,Keith Self,2024,1.793,0.832,-0.226,0.894,-0.113,0.832,-0.226,0.825,-0.227
House,House,Democratic,Chris Deluzio,2024,-1.902,-0.248,-0.15,-0.269,-0.226,-0.248,-0.15,-0.239,-0.147
House,House,Republican,Mike Flood,2022,1.878,0.46,0.754,0.442,0.681,0.46,0.754,0.495,0.868
House,House,Republican,Mike Flood,2024,1.871,0.46,0.754,0.373,0.531,0.46,0.754,0.442,0.681
House,House,Democratic,Sheila Cherfilus-McCormick,2022,-2.097,-0.432,-0.031,-0.445,-0.101,-0.432,-0.031,-0.63,0.452
House,House,Democratic,Sheila Cherfilus-McCormick,2024,-2.104,-0.432,-0.031,-0.403,0.17,-0.432,-0.031,-0.445,-0.101
House,House,Republican,Morgan Luttrell,2024,1.712,0.604,-0.043,0.532,-0.338,0.604,-0.043,0.608,-0.015
House,House,Democratic,Emilia Sykes,2024,-2.308,-0.313,0.134,-0.255,0.073,-0.313,0.134,-0.333,0.152
NA,House,Republican,Marc Molinaro,2024,1.525,NA,NA,NA,NA,0.25,0.104,0.25,0.104
House,House,Republican,Mark Alford,2024,1.804,0.58,0.053,0.373,0.531,0.58,0.053,0.588,0.04
House,House,Democratic,Greg Casar,2024,-2.322,-0.421,-0.87,-0.584,-0.757,-0.421,-0.87,-0.405,-0.872
House,House,Democratic,Mary Peltola,2022,-1.861,-0.138,0.378,-0.137,0.377,-0.138,0.378,-0.627,-0.363
NA,House,Democratic,Mary Peltola,2024,-1.844,NA,NA,NA,NA,-0.138,0.378,-0.137,0.377
House,House,Democratic,Nikki Budzinski,2024,-2.117,-0.337,0.52,-0.38,0.605,-0.337,0.52,-0.325,0.497
House,House,Democratic,Morgan McGarvey,2024,-1.931,-0.521,0.021,-0.475,0.029,-0.521,0.021,-0.539,0.033
House,House,Republican,Jen Kiggans,2024,1.887,0.261,0.439,0.375,0.532,0.261,0.439,0.259,0.436
House,House,Republican,Dale Strong,2024,1.903,0.615,0.359,0.373,0.531,0.615,0.359,0.624,0.364
House,House,Democratic,Greg Landsman,2024,-1.913,-0.22,0.232,-0.254,0.429,-0.22,0.232,-0.217,0.204
NA,House,Republican,Joe Sempolinski,2022,1.44,NA,NA,NA,NA,0.545,0.047,0.529,0.092
House,House,Republican,Mike Collins,2024,1.77,0.675,-0.264,0.683,-0.34,0.675,-0.264,0.667,-0.26
House,House,Republican,Zach Nunn,2024,2.203,0.292,0.201,0.373,0.53,0.292,0.201,0.291,0.195
House,House,Republican,Nick Langworthy,2024,1.657,0.419,-0.05,0.512,0.419,0.419,-0.05,0.418,-0.06
House,House,Democratic,Glenn Ivey,2024,-2.21,-0.451,-0.059,-0.308,-0.522,-0.451,-0.059,-0.497,0.007
House,House,Republican,Nathaniel Moran,2024,1.8,0.575,0.554,0.62,0.573,0.575,0.554,0.571,0.546
House,House,Republican,Erin Houchin,2024,1.698,0.633,0.219,0.679,0.289,0.633,0.219,0.628,0.213
House,House,Democratic,Pat Ryan,2022,-1.941,-0.237,0.258,-0.239,0.275,-0.237,0.258,-0.365,0.372
House,House,Democratic,Pat Ryan,2024,-2.059,-0.237,0.258,-0.215,0.137,-0.237,0.258,-0.239,0.275
House,House,Republican,Aaron Bean,2024,1.929,0.679,-0.156,0.679,-0.27,0.679,-0.156,0.668,-0.15
NA,House,Republican,John Duarte,2024,1.528,NA,NA,NA,NA,0.335,0.002,0.335,0.002
House,House,Democratic,Jill Tokuda,2024,-2.166,-0.473,-0.366,-0.529,-0.285,-0.473,-0.366,-0.464,-0.372
House,House,Democratic,Robert Garcia,2024,-2.196,-0.377,-0.604,-0.467,-0.073,-0.377,-0.604,-0.379,-0.622
House,House,Democratic,Jasmine Crockett,2024,-2.392,-0.492,-0.216,-0.444,-0.341,-0.492,-0.216,-0.503,-0.205
House,House,Republican,Russell Fry,2024,1.975,0.538,-0.281,0.665,-0.229,0.538,-0.281,0.523,-0.272
House,House,Republican,Eli Crane,2024,2.117,0.753,-0.658,0.879,-0.477,0.753,-0.658,0.738,-0.675
House,House,Democratic,Shontel Brown,2022,-2.349,-0.453,-0.114,-0.441,-0.133,-0.453,-0.114,-0.463,-0.046
House,House,Democratic,Shontel Brown,2024,-2.42,-0.453,-0.114,-0.509,-0.053,-0.453,-0.114,-0.441,-0.133
House,House,Democratic,Dan Goldman,2024,-1.991,-0.43,0.144,-0.532,0.592,-0.43,0.144,-0.428,0.105
House,House,Republican,Andy Ogles,2024,2.162,0.798,-0.351,0.827,-0.329,0.798,-0.351,0.802,-0.359
House,House,Republican,Chuck Edwards,2024,1.643,0.391,0.462,0.793,0.61,0.391,0.462,0.381,0.476
House,House,Democratic,Andrea Salinas,2024,-2.402,-0.218,-0.204,-0.267,-0.311,-0.218,-0.204,-0.205,-0.194
House,House,Republican,Brad Finstad,2022,1.729,0.546,-0.046,0.553,-0.058,0.546,-0.046,0.548,0.17
House,House,Republican,Brad Finstad,2024,1.685,0.546,-0.046,0.507,-0.102,0.546,-0.046,0.553,-0.058
House,House,Republican,Harriet Hageman,2024,2.344,0.651,-0.376,0.64,-0.353,0.651,-0.376,0.654,-0.377
NA,House,Republican,Lori Chavez-DeRemer,2024,1.472,NA,NA,NA,NA,0.167,0.426,0.167,0.426
House,House,Republican,Laurel Lee,2024,1.844,0.411,0.159,0.61,0.792,0.411,0.159,0.408,0.152
House,House,Republican,Kevin Kiley,2024,1.917,0.252,0.421,0.252,0.175,0.252,0.421,0.254,0.441
NA,House,Democratic,Wiley Nickel,2024,-1.8,NA,NA,NA,NA,-0.243,0.246,-0.243,0.246
House,House,Democratic,Val Hoyle,2024,-2.502,-0.225,-0.372,-0.23,-0.325,-0.225,-0.372,-0.226,-0.376
House,House,Republican,Max Miller,2024,1.868,0.386,0.042,0.289,0.105,0.386,0.042,0.389,0.048
House,House,Republican,Josh Brecheen,2024,1.858,0.858,-0.471,0.929,-0.327,0.858,-0.471,0.853,-0.477
NA,House,Republican,Anthony D'Esposito,2024,1.637,NA,NA,NA,NA,0.24,0.188,0.24,0.188
House,House,Democratic,Jared Moskowitz,2024,-1.86,-0.231,0.323,-0.235,0.426,-0.231,0.323,-0.233,0.311
House,House,Republican,Mike Ezell,2024,1.696,0.556,0.148,0.501,-0.206,0.556,0.148,0.56,0.181
House,House,Democratic,Jonathan Jackson,2024,-2.45,-0.329,-0.462,-0.232,-0.338,-0.329,-0.462,-0.388,-0.446
House,House,Democratic,Delia Ramirez,2024,-2.508,-0.496,-0.868,-0.602,-0.774,-0.496,-0.868,-0.739,-0.674
House,House,Democratic,Eric Sorensen,2024,-2.224,-0.245,0.272,-0.233,0.146,-0.245,0.272,-0.246,0.288
House,House,Republican,Cory Mills,2024,2.104,0.607,-0.294,0.662,-0.117,0.607,-0.294,0.602,-0.306
House,House,Democratic,Becca Balint,2024,-3.06,-0.46,-0.465,-0.531,-0.284,-0.46,-0.465,-0.452,-0.475
House,House,Democratic,Seth Magaziner,2024,-2.258,-0.332,0.184,-0.274,-0.068,-0.332,0.184,-0.342,0.222
House,House,Democratic,Rob Menendez,2024,-1.991,-0.52,0.276,-0.659,0.558,-0.52,0.276,-0.487,0.216
House,House,Democratic,Brittany Pettersen,2024,-2.264,-0.365,0.341,-0.475,0.599,-0.365,0.341,-0.352,0.321
NA,House,Democratic,Jeff Jackson,2024,-1.792,NA,NA,NA,NA,-0.263,0.171,-0.263,0.171
House,House,Republican,Nick LaLota,2024,1.554,0.256,0.1,0.29,0.097,0.256,0.1,0.254,0.096
House,House,Democratic,Don Davis,2024,-1.649,-0.25,0.873,-0.215,0.794,-0.25,0.873,-0.259,0.893
House,House,Democratic,Maxwell Frost,2024,-2.639,-0.432,-0.713,-0.475,-0.748,-0.432,-0.713,-0.422,-0.708
NA,House,Republican,Mayra Flores,2022,2.042,NA,NA,NA,NA,0.336,0.623,0.342,0.653
House,House,Republican,Mike Carey,2022,1.379,0.407,0.006,0.407,0.009,0.407,0.006,0.409,-0.037
House,House,Republican,Mike Carey,2024,1.586,0.407,0.006,0.373,0.531,0.407,0.006,0.407,0.009
House,House,Republican,Mike Lawler,2024,1.463,0.193,0.254,0.289,0.103,0.193,0.254,0.187,0.253
House,House,Democratic,Jennifer McClellan,2024,-2.351,-0.551,0.053,-0.54,0.08,-0.551,0.053,-0.555,0.054
House,House,Democratic,Marie Gluesenkamp Perez,2024,-1.811,-0.09,0.338,-0.15,0.687,-0.09,0.338,-0.084,0.299
House,House,Republican,Michael Rulli,2024,1.845,0.41,-0.104,0.469,-0.099,0.41,-0.104,0.405,-0.087
House,House,Democratic,Tim Kennedy,2024,-2.111,-0.358,0.26,-0.347,0.231,-0.358,0.26,-0.372,0.295
House,House,Democratic,Gabe Amo,2024,-2.456,-0.447,-0.032,-0.339,-0.226,-0.447,-0.032,-0.529,0.038
NA,House,Republican,Greg Lopez,2024,1.19,NA,NA,NA,NA,0.894,0.448,0.888,0.459
House,House,Republican,Celeste Maloy,2024,1.485,0.426,0.073,0.451,-0.021,0.426,0.073,0.423,0.083
House,House,Democratic,LaMonica McIver,2024,-2.171,-0.603,-0.103,-0.658,-0.105,-0.603,-0.103,-0.398,-0.25
House,House,Republican,Vince Fong,2024,1.642,0.461,0.887,0.323,0.947,0.461,0.887,0.461,0.844
Senate,Senate,Democratic,Frank R. Lautenberg,2010,-2.442,-0.382,-0.579,-0.465,-0.627,-0.382,-0.579,-0.411,-0.134
Senate,Senate,Democratic,Frank R. Lautenberg,2012,-2.167,-0.382,-0.579,-0.562,-0.605,-0.382,-0.579,-0.465,-0.627
Senate,Senate,Democratic,Bob Menendez,2010,-2.412,-0.366,-0.126,-0.326,-0.307,-0.366,-0.126,-0.362,-0.412
Senate,Senate,Democratic,Bob Menendez,2012,-2.285,-0.366,-0.126,-0.525,-0.299,-0.366,-0.126,-0.326,-0.307
Senate,Senate,Democratic,Bob Menendez,2014,-2.063,-0.366,-0.126,-0.36,-0.346,-0.366,-0.126,-0.525,-0.299
Senate,Senate,Democratic,Bob Menendez,2016,-1.799,-0.366,-0.126,-0.38,-0.137,-0.366,-0.126,-0.36,-0.346
Senate,Senate,Democratic,Bob Menendez,2018,-2.182,-0.366,-0.126,-0.382,-0.125,-0.366,-0.126,-0.38,-0.137
Senate,Senate,Democratic,Bob Menendez,2020,-2.108,-0.366,-0.126,-0.443,-0.012,-0.366,-0.126,-0.382,-0.125
Senate,Senate,Democratic,Bob Menendez,2022,-2.16,-0.366,-0.126,-0.268,-0.275,-0.366,-0.126,-0.443,-0.012
Senate,Senate,Democratic,Patty Murray,2010,-2.712,-0.355,-0.316,-0.405,-0.479,-0.355,-0.316,-0.318,-0.059
Senate,Senate,Democratic,Patty Murray,2012,-2.587,-0.355,-0.316,-0.375,-0.179,-0.355,-0.316,-0.405,-0.479
Senate,Senate,Democratic,Patty Murray,2014,-2.517,-0.355,-0.316,-0.295,-0.552,-0.355,-0.316,-0.375,-0.179
Senate,Senate,Democratic,Patty Murray,2016,-2.438,-0.355,-0.316,-0.36,-0.235,-0.355,-0.316,-0.295,-0.552
Senate,Senate,Democratic,Patty Murray,2018,-2.428,-0.355,-0.316,-0.4,-0.275,-0.355,-0.316,-0.36,-0.235
Senate,Senate,Democratic,Patty Murray,2020,-2.396,-0.355,-0.316,-0.388,-0.152,-0.355,-0.316,-0.4,-0.275
Senate,Senate,Democratic,Patty Murray,2022,-2.523,-0.355,-0.316,-0.308,-0.284,-0.355,-0.316,-0.388,-0.152
Senate,Senate,Democratic,Patty Murray,2024,-2.522,-0.355,-0.316,-0.464,-0.36,-0.355,-0.316,-0.308,-0.284
Senate,Senate,Democratic,Maria Cantwell,2010,-2.254,-0.306,-0.402,-0.353,-0.59,-0.306,-0.402,-0.264,-0.392
Senate,Senate,Democratic,Maria Cantwell,2012,-2.362,-0.306,-0.402,-0.436,-0.132,-0.306,-0.402,-0.353,-0.59
Senate,Senate,Democratic,Maria Cantwell,2014,-2.347,-0.306,-0.402,-0.287,-0.61,-0.306,-0.402,-0.436,-0.132
Senate,Senate,Democratic,Maria Cantwell,2016,-2.207,-0.306,-0.402,-0.349,-0.261,-0.306,-0.402,-0.287,-0.61
Senate,Senate,Democratic,Maria Cantwell,2018,-2.276,-0.306,-0.402,-0.36,-0.36,-0.306,-0.402,-0.349,-0.261
Senate,Senate,Democratic,Maria Cantwell,2020,-2.28,-0.306,-0.402,-0.381,-0.132,-0.306,-0.402,-0.36,-0.36
Senate,Senate,Democratic,Maria Cantwell,2022,-2.336,-0.306,-0.402,-0.329,-0.292,-0.306,-0.402,-0.381,-0.132
Senate,Senate,Democratic,Maria Cantwell,2024,-2.445,-0.306,-0.402,-0.339,-0.307,-0.306,-0.402,-0.329,-0.292
Senate,Senate,Republican,Jon Kyl,2010,1.643,0.548,-0.413,0.445,-0.512,0.548,-0.413,0.532,-0.506
NA,Senate,Republican,Jon Kyl,2012,1.601,NA,NA,NA,NA,0.548,-0.413,0.445,-0.512
NA,Senate,Republican,Jon Kyl,2018,1.521,NA,NA,NA,NA,0.548,-0.413,0.586,0.272
Senate,Senate,Republican,John McCain,2010,0.757,0.381,-0.626,0.444,-0.659,0.381,-0.626,0.499,-0.508
Senate,Senate,Republican,John McCain,2012,0.999,0.381,-0.626,0.412,-0.579,0.381,-0.626,0.444,-0.659
Senate,Senate,Republican,John McCain,2014,0.707,0.381,-0.626,0.464,-0.312,0.381,-0.626,0.412,-0.579
Senate,Senate,Republican,John McCain,2016,0.883,0.381,-0.626,0.394,-0.762,0.381,-0.626,0.464,-0.312
Senate,Senate,Republican,Marco Rubio,2012,1.838,0.616,-0.184,0.663,-0.681,0.616,-0.184,0.549,-0.215
Senate,Senate,Republican,Marco Rubio,2014,1.641,0.616,-0.184,0.617,-0.209,0.616,-0.184,0.663,-0.681
Senate,Senate,Republican,Marco Rubio,2016,1.584,0.616,-0.184,0.538,-0.065,0.616,-0.184,0.617,-0.209
Senate,Senate,Republican,Marco Rubio,2018,1.498,0.616,-0.184,0.517,-0.102,0.616,-0.184,0.538,-0.065
Senate,Senate,Republican,Marco Rubio,2020,1.752,0.616,-0.184,0.647,-0.106,0.616,-0.184,0.517,-0.102
Senate,Senate,Republican,Marco Rubio,2022,2.064,0.616,-0.184,0.638,-0.236,0.616,-0.184,0.647,-0.106
Senate,Senate,Republican,Marco Rubio,2024,1.961,0.616,-0.184,0.569,0.415,0.616,-0.184,0.638,-0.236
Senate,Senate,Democratic,Bill Nelson,2010,-1.335,-0.193,0.337,-0.201,0.063,-0.193,0.337,-0.219,-0.03
Senate,Senate,Democratic,Bill Nelson,2012,-1.794,-0.193,0.337,-0.276,-0.079,-0.193,0.337,-0.201,0.063
Senate,Senate,Democratic,Bill Nelson,2014,-1.554,-0.193,0.337,-0.299,0.102,-0.193,0.337,-0.276,-0.079
Senate,Senate,Democratic,Bill Nelson,2016,-1.503,-0.193,0.337,-0.193,0.163,-0.193,0.337,-0.299,0.102
NA,Senate,Democratic,Bill Nelson,2018,-1.926,NA,NA,NA,NA,-0.193,0.337,-0.193,0.163
Senate,Senate,Republican,Rick Scott,2020,1.982,0.717,-0.023,0.723,0.182,0.717,-0.023,0.547,0.065
Senate,Senate,Republican,Rick Scott,2022,1.817,0.717,-0.023,0.808,-0.216,0.717,-0.023,0.723,0.182
Senate,Senate,Republican,Rick Scott,2024,2.048,0.717,-0.023,0.836,-0.032,0.717,-0.023,0.808,-0.216
Senate,Senate,Democratic,Jack Reed,2010,-2.14,-0.361,-0.161,-0.41,-0.068,-0.361,-0.161,-0.462,-0.167
Senate,Senate,Democratic,Jack Reed,2012,-1.948,-0.361,-0.161,-0.489,-0.451,-0.361,-0.161,-0.41,-0.068
Senate,Senate,Democratic,Jack Reed,2014,-2.069,-0.361,-0.161,-0.437,-0.129,-0.361,-0.161,-0.489,-0.451
Senate,Senate,Democratic,Jack Reed,2016,-2.007,-0.361,-0.161,-0.312,-0.154,-0.361,-0.161,-0.437,-0.129
Senate,Senate,Democratic,Jack Reed,2018,-1.981,-0.361,-0.161,-0.313,-0.076,-0.361,-0.161,-0.312,-0.154
Senate,Senate,Democratic,Jack Reed,2020,-1.996,-0.361,-0.161,-0.384,-0.235,-0.361,-0.161,-0.313,-0.076
Senate,Senate,Democratic,Jack Reed,2022,-1.967,-0.361,-0.161,-0.362,-0.118,-0.361,-0.161,-0.384,-0.235
Senate,Senate,Democratic,Jack Reed,2024,-1.97,-0.361,-0.161,-0.285,-0.168,-0.361,-0.161,-0.362,-0.118
Senate,Senate,Democratic,Sheldon Whitehouse,2010,-2.38,-0.354,-0.109,-0.406,-0.047,-0.354,-0.109,-0.539,-0.081
Senate,Senate,Democratic,Sheldon Whitehouse,2012,-2.307,-0.354,-0.109,-0.419,-0.456,-0.354,-0.109,-0.406,-0.047
Senate,Senate,Democratic,Sheldon Whitehouse,2014,-2.322,-0.354,-0.109,-0.42,0.023,-0.354,-0.109,-0.419,-0.456
Senate,Senate,Democratic,Sheldon Whitehouse,2016,-2.286,-0.354,-0.109,-0.354,-0.193,-0.354,-0.109,-0.42,0.023
Senate,Senate,Democratic,Sheldon Whitehouse,2018,-2.315,-0.354,-0.109,-0.291,0.019,-0.354,-0.109,-0.354,-0.193
Senate,Senate,Democratic,Sheldon Whitehouse,2020,-2.255,-0.354,-0.109,-0.37,-0.187,-0.354,-0.109,-0.291,0.019
Senate,Senate,Democratic,Sheldon Whitehouse,2022,-2.387,-0.354,-0.109,-0.379,-0.068,-0.354,-0.109,-0.37,-0.187
Senate,Senate,Democratic,Sheldon Whitehouse,2024,-2.461,-0.354,-0.109,-0.331,-0.277,-0.354,-0.109,-0.379,-0.068
Senate,Senate,Democratic,Barbara Boxer,2010,-2.964,-0.45,-0.423,-0.471,-0.502,-0.45,-0.423,-0.338,-0.282
Senate,Senate,Democratic,Barbara Boxer,2012,-2.898,-0.45,-0.423,-0.537,-0.097,-0.45,-0.423,-0.471,-0.502
Senate,Senate,Democratic,Barbara Boxer,2014,-2.706,-0.45,-0.423,-0.485,-0.466,-0.45,-0.423,-0.537,-0.097
NA,Senate,Democratic,Barbara Boxer,2016,-2.571,NA,NA,NA,NA,-0.45,-0.423,-0.485,-0.466
Senate,Senate,Democratic,Dianne Feinstein,2010,-2.097,-0.268,-0.184,-0.322,-0.126,-0.268,-0.184,-0.336,-0.204
Senate,Senate,Democratic,Dianne Feinstein,2012,-2.377,-0.268,-0.184,-0.346,-0.278,-0.268,-0.184,-0.322,-0.126
Senate,Senate,Democratic,Dianne Feinstein,2014,-2.099,-0.268,-0.184,-0.244,-0.171,-0.268,-0.184,-0.346,-0.278
Senate,Senate,Democratic,Dianne Feinstein,2016,-2.145,-0.268,-0.184,-0.331,-0.325,-0.268,-0.184,-0.244,-0.171
Senate,Senate,Democratic,Dianne Feinstein,2018,-2.239,-0.268,-0.184,-0.263,-0.057,-0.268,-0.184,-0.331,-0.325
Senate,Senate,Democratic,Dianne Feinstein,2020,-1.938,-0.268,-0.184,-0.296,-0.196,-0.268,-0.184,-0.263,-0.057
Senate,Senate,Democratic,Dianne Feinstein,2022,-2.137,-0.268,-0.184,-0.432,0.037,-0.268,-0.184,-0.296,-0.196
Senate,Senate,Democratic,Kay Hagan,2010,-1.878,-0.202,0.281,-0.212,0.271,-0.202,0.281,-0.212,0.249
Senate,Senate,Democratic,Kay Hagan,2012,-1.633,-0.202,0.281,-0.175,0.326,-0.202,0.281,-0.212,0.271
NA,Senate,Democratic,Kay Hagan,2014,-2.072,NA,NA,NA,NA,-0.202,0.281,-0.175,0.326
Senate,Senate,Republican,Richard Burr,2010,1.369,0.435,-0.07,0.486,-0.147,0.435,-0.07,0.491,-0.105
Senate,Senate,Republican,Richard Burr,2012,1.25,0.435,-0.07,0.434,0.043,0.435,-0.07,0.486,-0.147
Senate,Senate,Republican,Richard Burr,2014,1.22,0.435,-0.07,0.381,0.067,0.435,-0.07,0.434,0.043
Senate,Senate,Republican,Richard Burr,2016,1.512,0.435,-0.07,0.442,0.041,0.435,-0.07,0.381,0.067
Senate,Senate,Republican,Richard Burr,2018,1.521,0.435,-0.07,0.342,0.189,0.435,-0.07,0.442,0.041
Senate,Senate,Republican,Richard Burr,2020,1.608,0.435,-0.07,0.363,0.074,0.435,-0.07,0.342,0.189
NA,Senate,Republican,Richard Burr,2022,1.326,NA,NA,NA,NA,0.435,-0.07,0.363,0.074
Senate,Senate,Republican,James M. Inhofe,2010,2.075,0.552,0.045,0.565,0.252,0.552,0.045,0.595,0.033
Senate,Senate,Republican,James M. Inhofe,2012,1.978,0.552,0.045,0.594,0.188,0.552,0.045,0.565,0.252
Senate,Senate,Republican,James M. Inhofe,2014,2.059,0.552,0.045,0.521,0.253,0.552,0.045,0.594,0.188
Senate,Senate,Republican,James M. Inhofe,2016,1.941,0.552,0.045,0.561,0.22,0.552,0.045,0.521,0.253
Senate,Senate,Republican,James M. Inhofe,2018,2.098,0.552,0.045,0.617,-0.005,0.552,0.045,0.561,0.22
Senate,Senate,Republican,James M. Inhofe,2020,2.259,0.552,0.045,0.539,0.111,0.552,0.045,0.617,-0.005
NA,Senate,Republican,James M. Inhofe,2022,1.953,NA,NA,NA,NA,0.552,0.045,0.539,0.111
Senate,Senate,Republican,Tom Coburn,2010,2.208,0.782,0.055,0.673,-0.142,0.782,0.055,0.843,-0.238
Senate,Senate,Republican,Tom Coburn,2012,1.977,0.782,0.055,0.786,-0.28,0.782,0.055,0.673,-0.142
NA,Senate,Republican,Tom Coburn,2014,1.819,NA,NA,NA,NA,0.782,0.055,0.786,-0.28
Senate,Senate,Republican,Kay Bailey Hutchinson,2010,0.908,0.356,0.012,0.353,0.096,0.356,0.012,0.372,0.122
NA,Senate,Republican,Kay Bailey Hutchinson,2012,0.988,NA,NA,NA,NA,0.356,0.012,0.353,0.096
Senate,Senate,Republican,John Cornyn,2010,1.546,0.47,-0.063,0.508,-0.156,0.47,-0.063,0.549,0.196
Senate,Senate,Republican,John Cornyn,2012,1.55,0.47,-0.063,0.539,-0.065,0.47,-0.063,0.508,-0.156
Senate,Senate,Republican,John Cornyn,2014,1.341,0.47,-0.063,0.463,-0.073,0.47,-0.063,0.539,-0.065
Senate,Senate,Republican,John Cornyn,2016,1.302,0.47,-0.063,0.415,0.242,0.47,-0.063,0.463,-0.073
Senate,Senate,Republican,John Cornyn,2018,1.595,0.47,-0.063,0.44,0.093,0.47,-0.063,0.415,0.242
Senate,Senate,Republican,John Cornyn,2020,1.835,0.47,-0.063,0.451,-0.119,0.47,-0.063,0.44,0.093
Senate,Senate,Republican,John Cornyn,2022,1.461,0.47,-0.063,0.433,0.065,0.47,-0.063,0.451,-0.119
Senate,Senate,Republican,John Cornyn,2024,1.359,0.47,-0.063,0.6,0.257,0.47,-0.063,0.433,0.065
Senate,Senate,Republican,Ted Cruz,2014,2.354,0.78,-0.178,0.876,-0.483,0.78,-0.178,0.887,-0.309
Senate,Senate,Republican,Ted Cruz,2016,2.421,0.78,-0.178,0.679,-0.2,0.78,-0.178,0.876,-0.483
Senate,Senate,Republican,Ted Cruz,2018,2.516,0.78,-0.178,0.908,-0.418,0.78,-0.178,0.679,-0.2
Senate,Senate,Republican,Ted Cruz,2020,2.512,0.78,-0.178,0.783,-0.072,0.78,-0.178,0.908,-0.418
Senate,Senate,Republican,Ted Cruz,2022,2.596,0.78,-0.178,0.71,-0.101,0.78,-0.178,0.783,-0.072
Senate,Senate,Republican,Ted Cruz,2024,2.537,0.78,-0.178,0.767,0.174,0.78,-0.178,0.71,-0.101
Senate,Senate,Democratic,Patrick Leahy,2010,-2.444,-0.36,-0.121,-0.434,0.156,-0.36,-0.121,-0.438,-0.035
Senate,Senate,Democratic,Patrick Leahy,2012,-2.426,-0.36,-0.121,-0.555,0.331,-0.36,-0.121,-0.434,0.156
Senate,Senate,Democratic,Patrick Leahy,2014,-2.377,-0.36,-0.121,-0.525,-0.142,-0.36,-0.121,-0.555,0.331
Senate,Senate,Democratic,Patrick Leahy,2016,-2.314,-0.36,-0.121,-0.308,-0.142,-0.36,-0.121,-0.525,-0.142
Senate,Senate,Democratic,Patrick Leahy,2018,-2.352,-0.36,-0.121,-0.279,-0.04,-0.36,-0.121,-0.308,-0.142
Senate,Senate,Democratic,Patrick Leahy,2020,-2.256,-0.36,-0.121,-0.403,-0.16,-0.36,-0.121,-0.279,-0.04
NA,Senate,Democratic,Patrick Leahy,2022,-2.236,NA,NA,NA,NA,-0.36,-0.121,-0.403,-0.16
Senate,Senate,Other,Bernie Sanders,2010,-4.009,-0.544,-0.423,-0.823,0.567,-0.544,-0.423,-0.549,-0.284
Senate,Senate,Other,Bernie Sanders,2012,-4.061,-0.544,-0.423,-0.944,0.329,-0.544,-0.423,-0.823,0.567
Senate,Senate,Other,Bernie Sanders,2014,-4.002,-0.544,-0.423,-0.861,-0.508,-0.544,-0.423,-0.944,0.329
Senate,Senate,Other,Bernie Sanders,2016,-4.161,-0.544,-0.423,-0.707,-0.643,-0.544,-0.423,-0.861,-0.508
Senate,Senate,Other,Bernie Sanders,2018,-4.159,-0.544,-0.423,-0.775,-0.467,-0.544,-0.423,-0.707,-0.643
Senate,Senate,Other,Bernie Sanders,2020,-4.198,-0.544,-0.423,-0.925,-0.357,-0.544,-0.423,-0.775,-0.467
Senate,Senate,Other,Bernie Sanders,2022,-4.137,-0.544,-0.423,-0.737,-0.676,-0.544,-0.423,-0.925,-0.357
Senate,Senate,Other,Bernie Sanders,2024,-4.364,-0.544,-0.423,-0.653,-0.505,-0.544,-0.423,-0.737,-0.676
Senate,Senate,Democratic,Charles E. Schumer,2010,-2.485,-0.355,-0.418,-0.344,-0.095,-0.355,-0.418,-0.393,-0.261
Senate,Senate,Democratic,Charles E. Schumer,2012,-2.316,-0.355,-0.418,-0.447,-0.258,-0.355,-0.418,-0.344,-0.095
Senate,Senate,Democratic,Charles E. Schumer,2014,-2.206,-0.355,-0.418,-0.369,-0.489,-0.355,-0.418,-0.447,-0.258
Senate,Senate,Democratic,Charles E. Schumer,2016,-2.097,-0.355,-0.418,-0.395,-0.191,-0.355,-0.418,-0.369,-0.489
Senate,Senate,Democratic,Charles E. Schumer,2018,-2.309,-0.355,-0.418,-0.416,-0.387,-0.355,-0.418,-0.395,-0.191
Senate,Senate,Democratic,Charles E. Schumer,2020,-2.234,-0.355,-0.418,-0.242,-0.617,-0.355,-0.418,-0.416,-0.387
Senate,Senate,Democratic,Charles E. Schumer,2022,-2.356,-0.355,-0.418,-0.206,-0.416,-0.355,-0.418,-0.242,-0.617
Senate,Senate,Democratic,Charles E. Schumer,2024,-2.293,-0.355,-0.418,-0.401,-0.377,-0.355,-0.418,-0.206,-0.416
Senate,Senate,Democratic,Kristen Gillibrand,2010,-1.896,-0.451,-0.323,-0.432,0.213,-0.451,-0.323,-0.418,-0.226
Senate,Senate,Democratic,Kristen Gillibrand,2012,-2.092,-0.451,-0.323,-0.565,-0.199,-0.451,-0.323,-0.432,0.213
Senate,Senate,Democratic,Kristen Gillibrand,2014,-2.094,-0.451,-0.323,-0.544,-0.291,-0.451,-0.323,-0.565,-0.199
Senate,Senate,Democratic,Kristen Gillibrand,2016,-1.977,-0.451,-0.323,-0.847,-0.217,-0.451,-0.323,-0.544,-0.291
Senate,Senate,Democratic,Kristen Gillibrand,2018,-2.398,-0.451,-0.323,-0.654,-0.349,-0.451,-0.323,-0.847,-0.217
Senate,Senate,Democratic,Kristen Gillibrand,2020,-2.24,-0.451,-0.323,-0.385,-0.521,-0.451,-0.323,-0.654,-0.349
