state,district,candidate,type,chamber,2006,2007,2008,2009,2010_2012,2010_2014,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Unique_Project_ID,bioguide_id,Ran prior to 2019,Notes,Next ID
vermont,1,"Chaka Fattah, Sr.",Rep,,,,,,1,,,,,,,,,,,,,,,3152,F000043,1,,
vermont,1,Eleanor Holmes Norton,Rep,,,,,,1,,,,,,,,,,,,,,,838,N000147,1,DC,
vermont,1,Erica Clawson,Rep,,,,,,,,,,,,,,128,,,,,,,3800,,1,,
vermont,0,Gerald Malloy,Sen,,,,,,,,,,,,,,,,,,,,112,4536,,0,,
vermont,0,"James H. ""Jim"" Douglas",Gov,,,,,32,,,,,,,,,,,,,,,,3801,,1,,
vermont,0,James H. Douglas,Gov,,74,,,,,,,,,,,,,,,,,,,3801,,1,,
vermont,0,James M. Jeffords,Sen,,74,,,,,,,,,,,,,,,,,,,3802,J000072,1,,
vermont,0,Jim Douglas,Gov,,,,,,,,97,,,,,,,,,,,,,3801,,1,,
vermont,0,John MacGovern,Sen,,,,,,49,,,,157,,,,,,,,,,,3803,,2,,
vermont,1,Lamar Smith,Rep,,,,,,1,,,,,,,,,,,,,,,729,S000583,1,,
vermont,0,Lawrence Zupan,Sen,,,,,,,,,,,,,,,,128,,,,,3804,,1,,
vermont,0,Len Britton,Sen,,,,,,,,94,,,,,,,,,,,,,3805,,1,,
vermont,1,Liam Madden,Rep,,,,,,,,,,,,,,,,,,,,112,4537,,0,,
vermont,1,Mark Donka,Rep,,,,,,50,25,,,158,,130,,,,,,,,,3806,,4,,
vermont,0,Martha Rainville,Rep,,73,,,,,,,,,,,,,,,,,,,3807,,1,,
vermont,1,Miriam Berry,Rep,,,,,,,,,,,,,,,,,,150,,,3808,,0,,
vermont,0,Patrick J. Leahy,Sen,,74,,95,,,,,,,,,,,,,,,,,3809,L000174,2,,
vermont,0,Patrick Joseph Leahy,Sen,Senate,,,,33,,,,,,,,,,,,,,,,3809,L000174,1,,
vermont,0,Patrick Leahy,Sen,,,23,,,49,25,94,62,159,54,131,32,260,37,129,42,150,61,112,3809,L000174,12,,
vermont,0,Paul Beaudry,Rep,,,,,,,,96,,,,,,,,,,,,,3810,,1,,
vermont,1,Paul Tonko,Rep,,,,,,1,,,,,,,,,,,,,,,1029,T000469,1,,
vermont,0,Peter F. Welch,Rep,,,,91,,,,,,,,,,,,,,,,,1031,W000800,1,,
vermont,0,Peter Shumlin,Gov,,,,,,51,25,,62,159,55,131,32,132,,,,,,,3811,,8,,
vermont,0,Peter Welch,Rep,,74,23,,33,,,94,62,,,,,,,,,,,,1031,W000800,5,,
vermont,0,Peter Welch,Sen,Senate,,,,,,,,,,,,,,,,,,,112,1031,W000800,0,,
vermont,1,Peter Welch,Rep,House,,,,,50,25,,,158,54,130,32,129,37,129,42,150,61,,1031,W000800,9,,
vermont,0,Phil Scott,Gov,,,,,,,,,,,,,,,,,42,150,61,112,3812,,0,,
vermont,0,Phillip Scott,Gov,,,,,,,,,,,,,,,37,129,,,,,3812,,2,,
vermont,0,Rich Tarrant,Sen,,74,,,,,,,,,,,,,,,,,,,3813,,1,,
vermont,1,Robert Bishop,Rep,,,,,,1,,,,,,,,,,,,,,,3789,B001250,1,,
vermont,0,Scott Milne,Sen,,,,,,,,,,,,,,129,,,,,,,3815,,1,,
vermont,0,Scudder Parker,Gov,,74,,,,,,,,,,,,,,,,,,,3816,,1,,
vermont,1,Steven Lynch,Rep,,,,,,1,,,,,,,,,,,,,,,1904,L000562,1,,
vermont,1,Tammy Baldwin,Rep,,,,,,1,,,,,,,,,,,,,,,3817,B001230,1,,
virginia,4,A. Donald McEachin,Rep,,,,,,,,,,,,,,175,,,,,,,3818,M001200,1,,
virginia,7,Abigail Spanberger,Rep,House,,,,,,,,,,,,,,,189,48,190,67,111,3819,S001209,1,,
virginia,1,Adam Cook,Rep,,,,,,47,,,,136,,,,,,,,,,,3820,,2,,
virginia,5,Al Weed,Rep,,85,,,,,,,,,,,,,,,,,,,3821,,1,,
virginia,10,Aliscia Andrews,Rep,,,,,,,,,,,,,,,,,,158,,,3822,,0,,
virginia,6,"Allen Boyd, Jr.",Rep,,,,,,1,,,,,,,,,,,,,,,195,B000716,1,,
virginia,4,Ander Crenshaw,Rep,,,,,,1,,,,,,,,,,,,,,,854,C001045,1,,
virginia,4,Andrea Ruth Miller,Rep,,,,17,,,,,,,,,,,,,,,,,3823,,1,,
virginia,11,Andrew Hurst,Rep,,76,,,,,,,,,,,,,,,,,,,3824,,1,,
virginia,6,Andy Schmookler,Rep,,,,,,52,,,,150,,,,,,,,,,,3825,,2,,
virginia,7,Anita Ruth Hartke,Rep,,,,21,,,,,,,,,,,,,,,,,3826,,1,,
virginia,9,Anthony Flaccavento,Rep,,,,,,31,,,,125,,,,,,173,,,,,3827,,3,,
virginia,1,Barbara Comstock,Rep,,,,,,,,,,,,,,1,,,,,,,3828,C001105,1,,
virginia,8,Barbara Comstock,Rep,,,,,,,,,,,,,,1,,,,,,,3828,C001105,1,,
virginia,10,Barbara Comstock,Rep,,,,,,,20,,,,,119,16,253,52,117,,,,,3828,C001105,6,,
virginia,11,Barbara Comstock,Rep,,,,,,,,,,,,,,12,,,,,,,3828,C001105,1,,
virginia,4,Baron Hill,Rep,,,,,,1,,,,,,,,,,,,,,,1427,H001030,1,,
virginia,6,Ben Cline,Rep,,,,,,,,,,,,,,,,191,49,169,53,153,3829,C001118,1,,
virginia,9,Bill Carrico,Rep,,57,,,,,,,,,,,,,,,,,,,3830,,1,,
virginia,11,Bob Filner,Rep,,,,,,1,,,,,,,,,,,,,,,282,F000116,1,,
virginia,5,Bob Good,Rep,House,,,,,,,,,,,,,,,,,174,52,158,3831,G000595,0,,
virginia,5,Bob Goodlatte,Rep,,,,,,,,,,,,,,3,,,,,,,2843,G000289,1,,
virginia,6,Bob Goodlatte,Rep,,76,25,64,25,52,27,,51,148,53,132,32,192,47,191,,,,,2843,G000289,14,,
virginia,0,Bob McDonnell,Gov,,,,,,,,1314,527,,428,,,,,,,,,,3832,,3,,
virginia,3,Bobby Scott,Rep,,,,,,,,,,,45,,,,,162,52,169,71,159,3833,S000185,2,,
virginia,3,"C.L. 'Chuck' Smith, Jr.",Rep,,,,,,,,127,,,,,,,,,,,,,3834,,1,,
virginia,5,Cameron Webb,Rep,,,,,,,,,,,,,,,,,,174,,,3835,,0,,
virginia,8,Charles Hernick,Rep,,,,,,,,,,,,,,189,,,,,,,3836,,1,,
virginia,11,Chris Perkins,Rep,,,,,,44,,,,135,,,,,,,,,,,3837,,2,,
virginia,4,Christopher Lee,Rep,,,,,,1,,,,,,,,,,,,,,,2556,L000568,1,,
virginia,7,"Christopher Van Hollen, Jr.",Rep,,,,,,1,,,,,,,,,,,,,,,1776,V000128,1,,
virginia,1,Clifford Stearns,Rep,,,,,,1,,,,,,,,,,,,,,,885,S000822,1,,
virginia,0,Corey Stewart,Sen,,,,,,,,,,,,,,,,1744,,,,,3839,,1,,
virginia,6,Corrine Brown,Rep,,,,,,1,,,,,,,,,,,,,,,888,B000911,1,,
virginia,0,Daniel Gade,Sen,,,,,,,,,,,,,,,,,,1823,,,3840,,0,,
virginia,1,Dave Brat,Rep,,,,,,,,,,,,,,23,,,,,,,3841,B001290,,,
virginia,4,Dave Brat,Rep,,,,,,,,,,,,,,4,,,,,,,3841,B001290,,,
virginia,5,Dave Brat,Rep,,,,,,,,,,,,,,1,,,,,,,3841,B001290,,,
virginia,7,Dave Brat,Rep,,,,,,,,,,,,,37,,59,189,,,,,3841,B001290,4,,
virginia,7,David Brat,Rep,,,,,,,22,,,,,143,,203,,,,,,,3841,B001290,3,,
virginia,8,David Reichert,Rep,,,,,,1,,,,,,,,,,,,,,,339,R000578,1,,
virginia,2,David Scott,Rep,,,,,,1,,,,,,,,,,,,,,,1111,S001157,1,,
virginia,3,Dean Longo,Rep,,,,,,47,,,,161,,,,,,,,,,,3842,,2,,
virginia,5,Denver Riggleman,Rep,House,,,,,,,,,,,,,,,,33,174,,,3843,R000611,0,,
virginia,5,Denver Riggleman III,Rep,,,,,,,,,,,,,,,,148,,,,,3843,R000611,1,,
virginia,9,Derek Kitts,Rep,,,,,,,,,,,,,,153,,,,,,,3844,,1,,
virginia,8,Don Beyer,Rep,,,,,,,30,,,,,128,34,190,34,163,46,183,66,147,3845,B001292,6,,
virginia,10,Don Beyer,Rep,,,,,,,,,,,,,,2,,,,,,,3845,B001292,1,,
virginia,4,Donald McEachin,Rep,,,,,,,,,,,,,,,54,153,59,154,78,164,3818,M001200,2,,
virginia,1,Douglas Lamborn,Rep,,,,,,1,,,,,,,,,,,,,,,116,L000564,1,,
virginia,3,E. Scott Rigell,Rep,,,,,,,,,,7,,,,,,,,,,,3846,R000589,1,,
virginia,7,E. Wayne Powell,Rep,,,,,,50,,,,157,,,,,,,,,,,3847,,2,,
virginia,0,Ed Gillespie,Sen,,,,,,,250,,,,,1446,,,,,,,,,3848,,2,,
virginia,2,Eddie Bernice Johnson,Rep,,,,,,1,,,,,,,,,,,,,,,361,J000126,1,,
virginia,2,Edward 'Scott' Rigell,Rep,,,,,,,,103,,,,,,,,,,,,,3846,R000589,1,,
virginia,7,Eileen Bedell,Rep,,,,,,,,,,,,,,200,,,,,,,3849,,1,,
virginia,6,Elaine Hildebrandt,Rep,,,,,,,27,,,,,130,,,,,,,,,3850,,2,,
virginia,2,Elaine Luria,Rep,House,,,,,,,,,,,,,,,,43,153,63,156,3851,L000591,0,,
virginia,2,Elanie Luria,Rep,,,,,,,,,,,,,,,,148,,,,,3851,L000591,1,,
virginia,4,Ella Ward,Rep,,,,,,44,,,,123,,,,,,,,,,,3852,,2,,
virginia,4,Elliott Fausz,Rep,,,,,,,23,,,,,139,,,,,,,,,3853,,2,,
virginia,3,Eric Cantor,Rep,,,,,,3,,,,,,,,,,,,,,,3854,C001046,1,,
virginia,4,Eric Cantor,Rep,,,,,,1,,,,,,,,,,,,,,,3854,C001046,1,,
virginia,7,Eric Cantor,Rep,House,108,33,55,37,53,,147,48,158,24,,,,,,,,,,3854,C001046,9,,
virginia,1,Eric I. Cantor,Rep,,,,,,1,,,,4,,,,,,,,,,,3854,C001046,2,,
virginia,3,Eric I. Cantor,Rep,,,,,,6,,,,13,,,,,,,,,,,3854,C001046,2,,
virginia,5,Eric I. Cantor,Rep,,,,,,,,,,6,,,,,,,,,,,3854,C001046,1,,
virginia,6,Eric I. Cantor,Rep,,,,,,1,,,,4,,,,,,,,,,,3854,C001046,2,,
virginia,1,Frank R. Wolf,Rep,,,,,,2,,,,13,,,,,,,,,,,3855,W000672,2,,
virginia,5,Frank R. Wolf,Rep,,,,,,1,,,,6,,,,,,,,,,,3855,W000672,2,,
virginia,6,Frank R. Wolf,Rep,,,,,,5,,,,3,,,,,,,,,,,3855,W000672,2,,
virginia,8,Frank R. Wolf,Rep,,,,,,4,,,,6,,,,,,,,,,,3855,W000672,2,,
virginia,10,Frank R. Wolf,Rep,,103,,55,,,,,,,,,,,,,,,,,3855,W000672,2,,
virginia,11,Frank R. Wolf,Rep,,,,,,6,,,,24,,,,,,,,,,,3855,W000672,2,,
virginia,8,Frank Wolf,Rep,,,,,,1,,,,,,,,,,,,,,,3855,W000672,1,,
virginia,10,Frank Wolf,Rep,,,35,,25,49,20,125,60,118,35,119,,,,,,,,,3855,W000672,9,,
virginia,3,Frederick 'Rick' Boucher,Rep,,,,,,1,,,,,,,,,,,,,,,3856,B000657,1,,
virginia,9,Frederick 'Rick' Boucher,Rep,,,,,,29,,84,,,,,,,,,,,,,3856,B000657,2,,
virginia,6,Frederick Upton,Rep,,,,,,1,,,,,,,,,,,,,,,1861,U000031,1,,
virginia,1,Gabrielle Giffords,Rep,,,,,,1,,,,,,,,,,,,,,,124,G000554,1,,
virginia,0,George Allen,Sen,Senate,873,,,,504,,,,1521,,,,,,,,,,,3857,A000121,3,,
virginia,8,George Radanovich,Rep,,,,,,1,,,,,,,,,,,,,,,389,R000004,1,,
virginia,11,Gerald 'Gerry' Connolly,Rep,,,,,,44,,,,135,,,,,,,,,,,2790,C001078,2,,
virginia,1,Gerald Connolly,Rep,,,,,,2,,,,,,,,,,,,,,,2790,C001078,2,,
virginia,8,Gerald Connolly,Rep,,,,,,3,,,,,,,,,,,,,,,2790,C001078,1,,
virginia,10,Gerald Connolly,Rep,,,,,,1,,,,,,,,,,,,,,,2790,C001078,2,,
virginia,11,Gerald Connolly,Rep,,,,,,1,26,134,,,,132,,160,,170,,,,,2790,C001078,6,,
virginia,11,"Gerald E. ""Gerry"" Connolly",Rep,,,,49,,,,,,,,,,,,,,,,,2790,C001078,1,,
virginia,1,Gerald E. 'Gerry' Connolly,Rep,,,,,,10,,,,20,,,,,,,,,,,2790,C001078,2,,
virginia,8,Gerald E. 'Gerry' Connolly,Rep,,,,,,6,,,,15,,,,,,,,,,,2790,C001078,2,,
virginia,10,Gerald E. 'Gerry' Connolly,Rep,,,,,,9,,,,9,,,,,,,,,,,2790,C001078,2,,
virginia,11,Gerald E. 'Gerry' Connolly,Rep,,,,,,,,,,,39,,,,,,,,,,2790,C001078,1,,
virginia,8,Gerry Connolly,Rep,,,,,,,,,,,,,,2,,,,,,,2790,C001078,,,
virginia,10,Gerry Connolly,Rep,,,,,,,,,,,,,,7,,,,,,,2790,C001078,,,
virginia,11,Gerry Connolly,Rep,,,,,30,,,,41,,,,21,,57,,47,137,51,133,2790,C001078,5,,
virginia,2,"Glenn Carlyle Nye, III",Rep,,,,33,,,,,,,,,,,,,,,,,3858,N000183,1,,
virginia,2,Glenn Nye,Rep,,,,,33,,,,,,,,,,,,,,,,3858,N000183,1,,
virginia,1,"Glenn Nye, III",Rep,,,,,,1,,,,,,,,,,,,,,,3858,N000183,1,,
virginia,2,"Glenn Nye, III",Rep,,,,,,29,,103,,,,,,,,,,,,,3858,N000183,2,,
virginia,3,"Glenn Nye, III",Rep,,,,,,2,,,,,,,,,,,,,,,3858,N000183,1,,
virginia,4,"Glenn Nye, III",Rep,,,,,,2,,,,,,,,,,,,,,,3858,N000183,1,,
virginia,0,Glenn Youngkin,Gov,,,,,,,,,,,,,,,,,,,,1646,4538,,0,,
virginia,3,H. Morgan Griffith,Rep,,,,,,1,,,,,,,,,,,,,,,3859,G000568,1,,
virginia,9,H. Morgan Griffith,Rep,House,,,,,,,83,,,,,,,,,,,,,3859,G000568,1,,
virginia,4,Henry Waxman,Rep,,,,,,1,,,,,,,,,,,,,,,401,W000215,1,,
virginia,1,Herbert Jones Jr.,Rep,,,,,,,,,,,,,,,,,,,,167,4539,,0,,
virginia,10,Hung Cao,Rep,,,,,,,,,,,,,,,,,,,,107,4540,,0,,
virginia,8,J. Patrick Murray,Rep,,,,,,,,146,,,,,,,,,,,,,3860,,1,,
virginia,1,J. Randy Forbes,Rep,,,,,,1,,,,,,,,,,,,,,,406,F000445,1,,
virginia,3,J. Randy Forbes,Rep,,,,,,6,,,,1,,,,,,,,,,,406,F000445,2,,
virginia,4,J. Randy Forbes,Rep,House,67,,48,,,,120,,,37,,,,,,,,,,406,F000445,4,,
virginia,5,J. Randy Forbes,Rep,,,,,,1,,,,,,,,,,,,,,,406,F000445,1,,
virginia,7,J. Randy Forbes,Rep,,,,,,2,,,,1,,,,,,,,,,,406,F000445,2,,
virginia,7,Jack Trammell,Rep,,,,,,,22,,,,,138,,,,,,,,,3861,,2,,
virginia,0,"James Henry ""Jim"" Webb, Jr.",Sen,,,,,338,,,,,,,,,,,,,,,,3862,W000803,1,,
virginia,8,James Moran,Rep,,,38,,,,,,,,,,,,,,,,,,416,M000933,1,,
virginia,1,"James Moran, Jr.",Rep,,,,,,1,,,,,,,,,,,,,,,416,M000933,1,,
virginia,8,"James Moran, Jr.",Rep,,,,,,3,,145,,,,,,,,,,,,,416,M000933,2,,
virginia,10,"James Moran, Jr.",Rep,,,,,,1,,,,,,,,,,,,,,,416,M000933,1,,
virginia,11,"James Moran, Jr.",Rep,,,,,,1,,,,,,,,,,,,,,,416,M000933,1,,
virginia,11,James Myles,Rep,,,,,,,,,,,,,,,,,,,,133,4541,,0,,
virginia,7,James Nachman,Rep,,106,,,,,,,,,,,,,,,,,,,3863,,1,,
virginia,10,"James P. 'Jim' Moran, Jr.",Rep,,,,,,2,,,,3,,,,,,,,,,,416,M000933,2,,
virginia,11,"James P. 'Jim' Moran, Jr.",Rep,,,,,,10,,,,18,,,,,,,,,,,416,M000933,2,,
virginia,8,James P. Moran,Rep,House,96,,50,,,,,,,,,,,,,,,,,416,M000933,2,,
virginia,5,Jane Dittmar,Rep,,,,,,,,,,,,,,142,,,,,,,3864,,1,,
virginia,11,Jeff Dove,Rep,,,,,,,,,,,,,,,,170,,,,,3865,,1,,
virginia,8,Jeff Jordan,Rep,,,,,,,,,,,,,,,,,,183,,,3866,,0,,
virginia,10,Jeffery Barnett,Rep,,,,,,,,124,,,,,,,,,,,,,3867,,1,,
virginia,2,Jen Kiggans,Rep,,,,,,,,,,,,,,,,,,,,156,4542,K000399,0,,
virginia,6,Jennifer Lewis,Rep,,,,,,,,,,,,,,,,191,,,,153,3868,,1,,
virginia,10,Jennifer Wexton,Rep,House,,,,,,,,,,,,,,,117,54,158,48,107,3869,W000825,1,,
virginia,0,Jim Gilmore,Sen,,,,535,,,,,,,,,,,,,,,,,3870,,1,,
virginia,8,Jim Moran,Rep,,,,,35,56,30,,53,132,30,130,,,,,,,,,416,M000933,7,,
virginia,0,Jim Webb,Sen,,883,242,571,,502,,1307,525,1523,,,,,,,,,,,3862,W000803,7,,
virginia,1,Jo Ann Davis,Rep,House,77,,,,,,,,,,,,,,,,,,,3871,D000597,1,,
virginia,4,John Carter,Rep,,,,,,1,,,,,,,,,,,,,,,3594,C001051,1,,
virginia,3,John Collick,Rep,,,,,,,,,,,,,,,,,,169,,,3873,,0,,
virginia,5,John Douglass,Rep,,,,,,40,,,,137,,,,,,,,,,,3874,,2,,
virginia,10,John Foust,Rep,,,,,,,20,,,,,117,,,,,,,,,3875,,2,,
virginia,5,John Lewis,Rep,,,,,,1,,,,,,,,,,,,,,,1146,L000287,1,,
virginia,0,John Warner,Sen,,884,238,565,,,,,,,,,,,,,,,,,3877,W000154,3,,
virginia,5,Joshua Throneburg,Rep,,,,,,,,,,,,,,,,,,,,158,4535,,0,,
virginia,10,"Judith M. ""Judy"" Feder",Rep,,,,46,,,,,,,,,,,,,,,,,3878,,1,,
virginia,3,Judy Biggert,Rep,,,,,,1,,,,,,,,,,,,,,,1346,B001232,1,,
virginia,10,Judy Feder,Rep,,105,,,,,,,,,,,,,,,,,,,3878,,1,,
virginia,6,Kai Degner,Rep,,,,,,,,,,,,,,193,,,,,,,3879,,1,,
virginia,8,Karina Lipsman,Rep,,,,,,,,,,,,,,,,,,,,147,4543,,0,,
virginia,11,Keith Fimian,Rep,,,,,,,,133,,,,,,,,,,,,,3880,,1,,
virginia,11,Keith S. Fimian,Rep,,,,41,,,,,,,,,,,,,,,,,3880,,1,,
virginia,10,Kristin Cabral,Rep,,,,,,48,,,,115,,,,,,,,,,,3881,,2,,
virginia,1,Krystal Ball,Rep,,,,,,,,132,,,,,,,,,,,,,3882,,1,,
virginia,5,Lawrence Gaughan,Rep,,,,,,,24,,,,,114,,,,,,,,,3883,,2,,
virginia,9,Lawrence Kissell,Rep,,,,,,1,,,,,,,,,,,,,,,2815,K000369,1,,
virginia,4,Leon Benjamin,Rep,,,,,,,,,,,,,,,,,,154,,163,3884,,0,,
virginia,5,Leslie Cockburn,Rep,,,,,,,,,,,,,,,,148,,,,,3885,,1,,
virginia,10,LuAnn Bennett,Rep,,,,,,,,,,,,,,255,,,,,,,3886,,1,,
virginia,11,Manga Anantatmula,Rep,,,,,,,,,,,,,,,,,,138,,,3887,,0,,
virginia,7,Marion Berry,Rep,,,,,,1,,,,,,,,,,,,,,,220,B000420,1,,
virginia,0,Mark R. Warner,Sen,,,,,,501,,,,1525,418,,,,,,,,,,3888,W000805,3,,
virginia,8,Mark W. Ellmore,Rep,,,,33,,,,,,,,,,,,,,,,,3889,,1,,
virginia,0,Mark Warner,Sen,Senate,,,611,335,,248,1310,525,,,1445,361,1978,583,1746,539,1823,692,1644,3888,W000805,10,,
virginia,3,Marty Williams,Rep,,,,,,,,,,,,,,186,,,,,,,3890,,1,,
virginia,1,Matt Rowe,Rep,,,,,,,,,,,,,,183,,,,,,,3891,,1,,
virginia,8,Micah Edmond,Rep,,,,,,,29,,,,,130,,,,,,,,,3892,,2,,
virginia,10,Michael Capuano,Rep,,,,,,1,,,,,,,,,,,,,,,1890,C001037,1,,
virginia,4,"Michael L. ""Mike"" Wade",Rep,,,,,,,,,,,,,,176,,,,,,,3893,,1,,
virginia,7,Mike McIntyre,Rep,,,,,,1,,,,,,,,,,,,,,,2827,M000485,1,,
virginia,6,Morgan Griffith,Rep,,,,,,,,,,,,,,1,,,,,,,3859,G000568,,,
virginia,9,Morgan Griffith,Rep,,,,,,29,17,,48,125,43,116,45,152,65,173,62,179,79,190,3859,G000568,10,,
virginia,6,Nicholas Betts,Rep,,,,,,,,,,,,,,,,,,169,,,3894,,0,,
virginia,7,Nick Freitas,Rep,,,,,,,,,,,,,,,,,,190,,,3895,,0,,
virginia,1,Norm Mosher,Rep,,,,,,,18,,,,,139,,,,,,,,,3896,,2,,
virginia,8,Patrick Murray,Rep,,,,,,55,,,,131,,,,,,,,,,,3860,,2,,
virginia,2,Paul Hirschbiel,Rep,,,,,,43,,,,148,,,,,,,,,,,3897,,2,,
virginia,2,Phil Kellam,Rep,,65,,,,,,,,,,,,,,,,,,,3898,,1,,
virginia,1,Qasim Rashid,Rep,,,,,,,,,,,,,,,,,,157,,,3899,,0,,
virginia,0,Ralph Northam,Gov,,,,,,,,,,,,,,,,1746,540,1824,692,,3900,,1,,
virginia,3,Randy Forbes,Rep,,,,,,,,,,,,,,42,,,,,,,406,F000445,,,
virginia,4,Randy Forbes,Rep,,,19,,33,43,24,,37,122,,142,31,78,,,,,,,406,F000445,9,,
virginia,7,Randy Forbes,Rep,,,,,,,,,,,,,,22,,,,,,,406,F000445,,,
virginia,9,Rick Boucher,Rep,,57,9,58,32,,,,,,,,,,,,,,,,3856,B000657,4,,
virginia,7,"Rickard 'Rick' Waugh, Jr.",Rep,,,,,,,,143,,,,,,,,,,,,,3901,,1,,
virginia,1,Rob Wittman,Rep,,,,,19,47,19,,54,136,32,141,32,,54,,47,157,64,167,1832,W000804,10,,
virginia,2,Rob Wittman,Rep,,,,,,,,,,,,,,30,,,,,,,1832,W000804,,,
virginia,3,Rob Wittman,Rep,,,,,,,,,,,,,,1,,,,,,,1832,W000804,,,
virginia,7,Rob Wittman,Rep,,,,,,,,,,,,,,3,,,,,,,1832,W000804,,,
virginia,10,Rob Wittman,Rep,,,,,,,,,,,,,,1,,,,,,,1832,W000804,,,
virginia,11,Rob Wittman,Rep,,,,,,,,,,,,,,5,,,,,,,1832,W000804,,,
virginia,3,Robert  Scott,Rep,,,,,30,,,,,,,,,,,,,,,,3833,S000185,1,,
virginia,0,Robert 'Bob' McDonnell,Gov,,,,,,509,,,,1516,,,,,,,,,,,3832,,2,,
virginia,2,Robert C. 'Bobby' Scott,Rep,,,,,,3,,,,9,,,,,,,,,,,3833,S000185,2,,
virginia,4,Robert C. 'Bobby' Scott,Rep,,,,,,,,,,1,,,,,,,,,,,3833,S000185,1,,
virginia,7,Robert C. 'Bobby' Scott,Rep,,,,,,1,,,,7,,,,,,,,,,,3833,S000185,2,,
virginia,3,Robert C. Scott,Rep,House,68,,42,,,,,46,,,,,,,,,,,,3833,S000185,3,,
virginia,5,Robert Goodlatte,Rep,,,,,,1,,,,,,,,,,,,,,,2843,G000289,1,,
virginia,6,Robert Goodlatte,Rep,,,,,,,,114,,,,,,,,,,,,,2843,G000289,1,,
virginia,1,Robert Hurt,Rep,,,,,,1,,,,,,,,1,,,,,,,3902,H001060,1,,
virginia,5,Robert Hurt,Rep,House,,,,,39,25,78,43,137,36,118,31,138,,,,,,,3902,H001060,9,,
virginia,6,Robert Hurt,Rep,,,,,,,,,,3,,,,1,,,,,,,3902,H001060,1,,
virginia,8,Robert Hurt,Rep,,,,,,,,,,1,,,,,,,,,,,3902,H001060,1,,
virginia,9,Robert Hurt,Rep,,,,,,,,,,6,,,,1,,,,,,,3902,H001060,1,,
virginia,10,Robert Hurt,Rep,,,,,,,,,,1,,,,,,,,,,,3902,H001060,1,,
virginia,1,"Robert J. ""Rob"" Wittman",Rep,,,,47,,,,,,,,,,,,,,,,,1832,W000804,1,,
virginia,2,Robert J. 'Rob' Wittman,Rep,,,,,,5,,,,9,,,,,,,,,,,1832,W000804,2,,
virginia,3,Robert J. 'Rob' Wittman,Rep,,,,,,2,,,,10,,,,,,,,,,,1832,W000804,2,,
virginia,5,Robert J. 'Rob' Wittman,Rep,,,,,,,,,,1,,,,,,,,,,,1832,W000804,1,,
virginia,6,Robert J. 'Rob' Wittman,Rep,,,,,,,,,,1,,,,,,,,,,,1832,W000804,1,,
virginia,7,Robert J. 'Rob' Wittman,Rep,,,,,,1,,,,9,,,,,,,,,,,1832,W000804,2,,
virginia,11,Robert J. 'Rob' Wittman,Rep,,,,,,2,,,,8,,,,,,,,,,,1832,W000804,2,,
virginia,1,Robert Scott,Rep,,,,,,1,,,,,,,,,,,,,,,3833,S000185,2,,
virginia,2,Robert Scott,Rep,,,,,,,,,,,,,,4,,,,,,,3833,S000185,1,,
virginia,3,Robert Scott,Rep,,,13,,,51,18,127,,161,,162,40,186,58,162,,,,,3833,S000185,10,,
virginia,4,Robert Scott,Rep,,,,,,,,,,,,,,93,,,,,,,3833,S000185,1,,
virginia,7,Robert Scott,Rep,,,,,,,,,,,,,,7,,,,,,,3833,S000185,,,
virginia,10,Robert Scott,Rep,,,,,,1,,,,,,,,,,,,,,,3833,S000185,1,,
virginia,5,Robert W. 'Bob' Goodlatte,Rep,,,,,,1,,,,,,,,,,,,,,,2843,G000289,1,,
virginia,8,Robert W. 'Bob' Goodlatte,Rep,,,,,,,,,,1,,,,,,,,,,,2843,G000289,1,,
virginia,9,Robert W. 'Bob' Goodlatte,Rep,,,,,,1,,,,7,,,,,,,,,,,2843,G000289,2,,
virginia,10,Robert W. 'Bob' Goodlatte,Rep,,,,,,1,,,,,,,,,,,,,,,2843,G000289,1,,
virginia,1,Robert Wittman,Rep,,,,,,,,133,,,,,,184,,132,,,,,1832,W000804,3,,
virginia,4,Robert Wittman,Rep,,,,,,1,,,,,,,,,,,,,,,1832,W000804,1,,
virginia,11,Robert Wittman,Rep,,,,,,1,,,,,,,,,,,,,,,1832,W000804,1,,
virginia,4,Ryan McAdams,Rep,,,,,,,,,,,,,,,,153,,,,,3903,,1,,
virginia,6,"Salam ""Sam"" Rasoul",Rep,,,,51,,,,,,,,,,,,,,,,,3904,,1,,
virginia,2,Samuel Johnson,Rep,,,,,,1,,,,,,,,,,,,,,,745,J000174,1,,
virginia,2,Scott Murphy,Rep,,,,,,1,,,,,,,,,,,,,,,1901,M001178,1,,
virginia,2,Scott Rigell,Rep,,,,,,43,26,,44,147,42,133,42,113,,,,,,,3846,R000589,8,,
virginia,3,Scott Rigell,Rep,,,,,,,,,,,,,,22,,,,,,,3846,R000589,,,
virginia,2,Scott Taylor,Rep,,,,,,,,,,,,,,,42,148,,153,,,3905,T000477,2,,
virginia,2,Scott W. Taylor,Rep,,,,,,,,,,,,,,147,,,,,,,3905,T000477,1,,
virginia,2,Shaun D. Brown,Rep,,,,,,,,,,,,,,147,,,,,,,3906,,1,,
virginia,1,Shawn O'Donnell,Rep,,78,,,,,,,,,,,,,,,,,,,3907,,1,,
virginia,6,Shelley Berkley,Rep,,,,,,1,,,,,,,,,,,,,,,1055,B001231,1,,
