,state_ces,district,candidate_ces,type,chamber,Unique_Project_ID,bioguide_id,Ran prior to 2019,Notes,year_ces,obs,id_lt_ces,candidate_bonica,politician_id,state_bonica,year_bonica,id_lt_bonica,score,state,candidate,year
13995,,0.0,,Sen,,762.0,D000388,1.0,,,107.0,,,,,,,,connecticut,christopher dodd,2007.0
13996,,5.0,,Rep,House,761.0,M001169,2.0,,,24.0,,,,,,,,connecticut,christopher murphy,2007.0
13997,,4.0,,Rep,,763.0,S001144,3.0,,,24.0,,,,,,,,connecticut,christopher shays,2007.0
13998,,2.0,,Rep,House,781.0,C001069,13.0,,,12.0,,,,,,,,connecticut,joe courtney,2007.0
13999,,1.0,,Rep,,784.0,L000557,9.0,,,16.0,,,,,,,,connecticut,john larson,2007.0
14000,,0.0,,Sen,,782.0,L000304,1.0,,,106.0,,,,,,,,connecticut,joseph lieberman,2007.0
14001,,3.0,,Rep,,807.0,D000216,10.0,,,28.0,,,,,,,,connecticut,rosa delauro,2007.0
14002,,9.0,,Rep,House,849.0,G000556,7.0,,,54.0,,,,,,,,florida,alan grayson,2013.0
14003,,20.0,,Rep,,95.0,H000324,4.0,,,42.0,,,,,,,,florida,alcee l. hastings,2013.0
14004,,4.0,,Rep,House,854.0,C001045,13.0,,,45.0,,,,,,,,florida,ander crenshaw,2013.0
14005,,0.0,,Sen,,862.0,N000032,14.0,,,1217.0,,,,,,,,florida,bill nelson,2013.0
14006,,8.0,,Rep,House,864.0,P000599,9.0,,,55.0,,,,,,,,florida,bill posey,2013.0
14007,,5.0,,Rep,House,888.0,B000911,6.0,,,34.0,,,,,,,,florida,corrine brown,2013.0
14008,,10.0,,Rep,,893.0,W000806,7.0,,,31.0,,,,,,,,florida,daniel webster,2013.0
14009,,23.0,,Rep,House,906.0,W000797,7.0,,,30.0,,,,,,,,florida,debbie wasserman schultz,2013.0
14010,,15.0,,Rep,House,907.0,R000593,9.0,,,55.0,,,,,,,,florida,dennis ross,2013.0
14011,,24.0,,Rep,House,924.0,W000808,7.0,,,43.0,,,,,,,,florida,frederica wilson,2013.0
14012,,12.0,,Rep,,128.0,B001257,1.0,,,66.0,,,,,,,,florida,gus m. bilirakis,2013.0
14013,,27.0,,Rep,House,940.0,R000435,9.0,,,33.0,,,,,,,,florida,ileana ros-lehtinen,2013.0
14014,,1.0,,Rep,,957.0,M001144,13.0,,,49.0,,,,,,,,florida,jeff miller,2013.0
14015,,26.0,,Rep,House,966.0,G000573,6.0,,,28.0,,,,,,,,florida,joe garcia,2013.0
14016,,7.0,,Rep,,971.0,M000689,10.0,,,65.0,,,,,,,,florida,john mica,2013.0
14017,,14.0,,Rep,House,980.0,C001066,9.0,,,43.0,,,,,,,,florida,kathy castor,2013.0
14018,,22.0,,Rep,House,994.0,F000462,7.0,,,40.0,,,,,,,,florida,lois frankel,2013.0
14019,,0.0,,Sen,Senate,997.0,R000595,11.0,,,1226.0,,,,,,,,florida,marco rubio,2013.0
14020,,25.0,,Rep,House,1002.0,D000600,14.0,,,34.0,,,,,,,,florida,mario diaz-balart,2013.0
14021,,18.0,,Rep,House,1026.0,M001191,6.0,,,45.0,,,,,,,,florida,patrick murphy,2013.0
14022,,11.0,,Rep,House,1039.0,N000185,3.0,,,71.0,,,,,,,,florida,richard nugent,2013.0
14023,,0.0,,Gov,,1040.0,S001217,10.0,,,1235.0,,,,,,,,florida,rick scott,2013.0
14024,,6.0,,Rep,House,1047.0,D000621,8.0,,,60.0,,,,,,,,florida,ron desantis,2013.0
14025,,2.0,,Rep,House,1060.0,S001186,5.0,,,35.0,,,,,,,,florida,steve southerland,2013.0
14026,,21.0,,Rep,,1064.0,D000610,5.0,,,31.0,,,,,,,,florida,ted deutch,2013.0
14027,,3.0,,Rep,House,1065.0,Y000065,7.0,,,52.0,,,,,,,,florida,ted yoho,2013.0
14028,,17.0,,Rep,,1066.0,R000583,7.0,,,33.0,,,,,,,,florida,tom rooney,2013.0
14029,,19.0,,Rep,House,1073.0,R000596,3.0,,,38.0,,,,,,,,florida,trey radel,2013.0
14030,,16.0,,Rep,,1076.0,B001260,9.0,,,50.0,,,,,,,,florida,vern buchanan,2013.0
14031,,0.0,,Sen,,814.0,C001088,7.0,,,92.0,,,,,,,,delaware,chris coons,2021.0
14032,,0.0,,Gov,,824.0,C001083,0.0,,,92.0,,,,,,,,delaware,john carney,2021.0
14033,,1.0,,Rep,House,829.0,B001303,3.0,,,92.0,,,,,,,,delaware,lisa blunt rochester,2021.0
14034,,0.0,,Sen,,835.0,C000174,8.0,,,92.0,,,,,,,,delaware,tom carper,2021.0
14035,,1.0,,Rep,House,1209.0,H001050,9.0,,,27.0,,,,,,,,hawaii,colleen hanabusa,2011.0
14036,,0.0,,Sen,,1212.0,A000069,3.0,,,66.0,,,,,,,,hawaii,daniel akaka,2011.0
14037,,0.0,,Sen,,1213.0,I000025,3.0,,,66.0,,,,,,,,hawaii,daniel inouye,2011.0
14038,,2.0,,Rep,House,1223.0,H001042,5.0,,,39.0,,,,,,,,hawaii,mazie hirono,2011.0
14039,,0.0,,Gov,,1224.0,A000014,6.0,,,66.0,,,,,,,,hawaii,neil abercrombie,2011.0
14040,,13.0,,Rep,,853.0,S001162,6.0,,,17.0,,,,,,,,pennsylvania,allyson schwartz,2007.0
14041,,0.0,,Sen,Senate,3136.0,S000709,4.0,,,381.0,,,,,,,,pennsylvania,arlen specter,2007.0
14042,,9.0,,Rep,,1843.0,S001154,14.0,,,19.0,,,,,,,,pennsylvania,bill shuster,2007.0
14043,,0.0,,Sen,,3143.0,C001070,2.0,,,369.0,,,,,,,,pennsylvania,bob casey,2007.0
14044,,2.0,,Rep,House,3152.0,F000043,11.0,,,9.0,,,,,,,,pennsylvania,chaka fattah,2007.0
14045,,15.0,,Rep,,3153.0,D000604,2.0,,,18.0,,,,,,,,pennsylvania,charles dent,2007.0
14046,,10.0,,Rep,,3155.0,C001065,4.0,,,16.0,,,,,,,,pennsylvania,christopher carney,2007.0
14047,,4.0,,Rep,House,3191.0,A000362,7.0,,,24.0,,,,,,,,pennsylvania,jason altmire,2007.0
14048,,6.0,,Rep,House,3194.0,G000549,11.0,,,28.0,,,,,,,,pennsylvania,jim gerlach,2007.0
14049,,16.0,,Rep,,3195.0,P000373,6.0,,,19.0,,,,,,,,pennsylvania,joe pitts,2007.0
14050,,7.0,,Rep,House,3197.0,S001169,4.0,,,17.0,,,,,,,,pennsylvania,joe sestak,2007.0
14051,,12.0,,Rep,,3203.0,M001120,2.0,,,16.0,,,,,,,,pennsylvania,john murtha,2007.0
14052,,5.0,,Rep,House,3199.0,P000263,1.0,,,18.0,,,,,,,,pennsylvania,john peterson,2007.0
14053,,14.0,,Rep,,1013.0,D000482,8.0,,,17.0,,,,,,,,pennsylvania,michael doyle,2007.0
14054,,8.0,,Rep,House,3252.0,M001168,4.0,,,20.0,,,,,,,,pennsylvania,patrick murphy,2007.0
14055,,11.0,,Rep,,3253.0,K000008,4.0,,,23.0,,,,,,,,pennsylvania,paul kanjorski,2007.0
14056,,3.0,,Rep,,3256.0,E000187,1.0,,,21.0,,,,,,,,pennsylvania,philip english,2007.0
14057,,1.0,,Rep,,3142.0,B001227,8.0,,,11.0,,,,,,,,pennsylvania,robert brady,2007.0
14058,,17.0,,Rep,,3280.0,H000712,7.0,,,18.0,,,,,,,,pennsylvania,tim holden,2007.0
14059,,18.0,,Rep,,3281.0,M001151,11.0,,,18.0,,,,,,,,pennsylvania,tim murphy,2007.0
14060,,19.0,,Rep,House,3283.0,P000585,4.0,,,20.0,,,,,,,,pennsylvania,todd platts,2007.0
14061,,4.0,,Rep,House,694.0,G000562,5.0,,,44.0,,,,,,,,colorado,cory gardner,2011.0
14062,,1.0,,Rep,House,699.0,D000197,15.0,,,59.0,,,,,,,,colorado,diana degette,2011.0
14063,,5.0,,Rep,House,116.0,L000564,14.0,,,56.0,,,,,,,,colorado,doug lamborn,2011.0
14064,,7.0,,Rep,House,702.0,P000593,14.0,,,62.0,,,,,,,,colorado,ed perlmutter,2011.0
14065,,2.0,,Rep,House,711.0,P000598,13.0,,,48.0,,,,,,,,colorado,jared polis,2011.0
14066,,0.0,,Gov,,720.0,H000273,10.0,,,368.0,,,,,,,,colorado,john hickenlooper,2011.0
14067,,0.0,,Sen,Senate,733.0,U000038,9.0,,,362.0,,,,,,,,colorado,mark udall,2011.0
14068,,0.0,,Sen,,735.0,B001267,6.0,,,361.0,,,,,,,,colorado,michael bennet,2011.0
14069,,6.0,,Rep,House,165.0,C001077,13.0,,,45.0,,,,,,,,colorado,mike coffman,2011.0
14070,,3.0,,Rep,House,746.0,T000470,11.0,,,46.0,,,,,,,,colorado,scott tipton,2011.0
14071,,0.0,,Gov,,2253.0,,5.0,,,70.0,,,,,,,,montana,brian schweitzer,2011.0
14072,,0.0,,Rep,,698.0,R000571,3.0,,,70.0,,,,,,,,montana,denny rehberg,2011.0
14073,,0.0,,Sen,Senate,2263.0,T000464,15.0,,,70.0,,,,,,,,montana,jon tester,2011.0
14074,,0.0,,Sen,,2267.0,B000243,8.0,,,71.0,,,,,,,,montana,max baucus,2011.0
14075,,0.0,,Gov,,3407.0,,0.0,,,350.0,,,,,,,,tennessee,bill lee,2019.0
14076,,3.0,,Rep,House,3417.0,F000459,7.0,,,39.0,,,,,,,,tennessee,chuck fleischmann,2019.0
14077,,8.0,,Rep,House,3427.0,K000392,3.0,,,38.0,,,,,,,,tennessee,david kustoff,2019.0
14078,,5.0,,Rep,,942.0,C000754,14.0,,,41.0,,,,,,,,tennessee,jim cooper,2019.0
14079,,6.0,,Rep,House,3452.0,R000612,1.0,,,34.0,,,,,,,,tennessee,john rose,2019.0
14080,,0.0,,Sen,Senate,3403.0,A000360,14.0,,,350.0,,,,,,,,tennessee,lamar alexander,2019.0
14081,,7.0,,Rep,,3462.0,G000590,0.0,,,43.0,,,,,,,,tennessee,mark e. green,2019.0
14082,,0.0,,Sen,Senate,1006.0,B001243,1.0,,,350.0,,,,,,,,tennessee,marsha blackburn,2019.0
14083,,1.0,,Rep,,3428.0,R000582,11.0,,,42.0,,,,,,,,tennessee,phil roe,2019.0
14084,,4.0,,Rep,House,3479.0,D000616,11.0,,,41.0,,,,,,,,tennessee,scott desjarlais,2019.0
14085,,9.0,,Rep,,1058.0,C001068,14.0,,,24.0,,,,,,,,tennessee,steve cohen,2019.0
14086,,2.0,,Rep,,3485.0,B001309,1.0,,,48.0,,,,,,,,tennessee,tim burchett,2019.0
14087,,2.0,,Rep,House,111.0,H001041,6.0,,,25.0,,,,,,,,nevada,dean heller,2007.0
14088,,0.0,,Sen,Senate,2317.0,R000146,12.0,,,72.0,,,,,,,,nevada,harry reid,2007.0
14089,,0.0,,Sen,,2324.0,E000194,4.0,,,71.0,,,,,,,,nevada,john ensign,2007.0
14090,,3.0,,Rep,,2326.0,P000589,1.0,,,26.0,,,,,,,,nevada,jon porter,2007.0
14091,,1.0,,Rep,House,1055.0,B001231,7.0,,,16.0,,,,,,,,nevada,shelley berkley,2007.0
14092,,4.0,,Rep,House,117.0,P000099,6.0,,,20.0,,,,,,,,arizona,ed pastor,2007.0
14093,,8.0,,Rep,House,124.0,G000554,6.0,,,20.0,,,,,,,,arizona,gabrielle giffords,2007.0
14094,,5.0,,Rep,,129.0,M001167,4.0,,,21.0,,,,,,,,arizona,harry mitchell,2007.0
14095,,6.0,,Rep,House,137.0,F000444,7.0,,,29.0,,,,,,,,arizona,jeff flake,2007.0
14096,,0.0,,Sen,,145.0,M000303,12.0,,,195.0,,,,,,,,arizona,john mccain,2007.0
14097,,3.0,,Rep,,144.0,S000275,3.0,,,26.0,,,,,,,,arizona,john shadegg,2007.0
14098,,0.0,,Sen,,150.0,K000352,8.0,,,183.0,,,,,,,,arizona,jon kyl,2007.0
14099,,7.0,,Rep,,173.0,G000551,1.0,,,8.0,,,,,,,,arizona,raúl grijalva,2007.0
14100,,1.0,,Rep,House,176.0,R000574,3.0,,,16.0,,,,,,,,arizona,rick renzi,2007.0
14101,,2.0,,Rep,House,192.0,F000448,7.0,,,34.0,,,,,,,,arizona,trent franks,2007.0
14102,,2.0,,Rep,House,2132.0,T000193,10.0,,,49.0,,,,,,,,mississippi,bennie thompson,2021.0
14103,,0.0,,Sen,Senate,2137.0,H001079,1.0,,,187.0,,,,,,,,mississippi,cindy hyde-smith,2021.0
14104,,3.0,,Rep,House,2159.0,G000591,1.0,,,40.0,,,,,,,,mississippi,michael guest,2021.0
14105,,0.0,,Sen,,2166.0,W000437,9.0,,,188.0,,,,,,,,mississippi,roger wicker,2021.0
14106,,4.0,,Rep,House,2170.0,P000601,11.0,,,57.0,,,,,,,,mississippi,steven palazzo,2021.0
14107,,0.0,,Gov,,2171.0,,0.0,,,188.0,,,,,,,,mississippi,tate reeves,2021.0
14108,,1.0,,Rep,House,2173.0,K000388,4.0,,,42.0,,,,,,,,mississippi,trent kelly,2021.0
14109,,9.0,,Rep,,1848.0,K000375,5.0,,,42.0,,,,,,,,massachusetts,bill keating,2017.0
14110,,0.0,,Gov,,1852.0,,2.0,,,347.0,,,,,,,,massachusetts,charles d. baker,2017.0
14111,,0.0,,Sen,,1857.0,M000133,6.0,,,347.0,,,,,,,,massachusetts,ed markey,2017.0
14112,,0.0,,Sen,Senate,1859.0,W000817,9.0,,,347.0,,,,,,,,massachusetts,elizabeth warren,2017.0
14113,,2.0,,Rep,,1867.0,M000312,8.0,,,44.0,,,,,,,,massachusetts,jim mcgovern,2017.0
14114,,2.0,,Rep,,1867.0,M000312,1.0,,,1.0,,,,,,,,massachusetts,jimjim mcgovern,2017.0
14115,,4.0,,Rep,,1871.0,K000379,4.0,,,26.0,,,,,,,,massachusetts,joe kennedy,2017.0
14116,,5.0,,Rep,,1882.0,C001101,6.0,,,38.0,,,,,,,,massachusetts,katherine clark,2017.0
14117,,7.0,,Rep,,1890.0,C001037,5.0,,,43.0,,,,,,,,massachusetts,mike capuano,2017.0
14118,,3.0,,Rep,,1893.0,T000465,9.0,,,42.0,,,,,,,,massachusetts,niki tsongas,2017.0
14119,,1.0,,Rep,,805.0,N000015,8.0,,,46.0,,,,,,,,massachusetts,richard neal,2017.0
14120,,6.0,,Rep,House,1903.0,M001196,6.0,,,30.0,,,,,,,,massachusetts,seth moulton,2017.0
14121,,8.0,,Rep,House,1904.0,L000562,3.0,,,35.0,,,,,,,,massachusetts,stephen f. lynch,2017.0
14122,,0.0,,Gov,,3299.0,,1.0,,,50.0,,,,,,,,rhode island,"donald l. ""don"" carcieri",2009.0
14123,,2.0,,Rep,,946.0,L000559,9.0,,,28.0,,,,,,,,rhode island,jim langevin,2009.0
14124,,0.0,,Sen,,3301.0,R000122,1.0,,,49.0,,,,,,,,rhode island,"john francis ""jack"" reed",2009.0
14125,,1.0,,Rep,,3309.0,K000113,4.0,,,22.0,,,,,,,,rhode island,patrick kennedy,2009.0
14126,,0.0,,Sen,Senate,3316.0,W000802,15.0,,,50.0,,,,,,,,rhode island,sheldon whitehouse,2009.0
14127,,2.0,,Rep,House,2343.0,K000382,5.0,,,62.0,,,,,,,,new hampshire,ann mclane kuster,2013.0
14128,,1.0,,Rep,House,1732.0,S001170,13.0,,,49.0,,,,,,,,new hampshire,carol shea-porter,2013.0
14129,,0.0,,Sen,Senate,2351.0,S001181,13.0,,,113.0,,,,,,,,new hampshire,jeanne shaheen,2013.0
14130,,0.0,,Sen,Senate,2359.0,A000368,9.0,,,113.0,,,,,,,,new hampshire,kelly ayotte,2013.0
14131,,0.0,,Gov,,2360.0,H001076,5.0,,,112.0,,,,,,,,new hampshire,maggie hassan,2013.0
14132,,0.0,,Sen,,3799.0,S000033,2.0,,,33.0,,,,,,,,vermont,"bernard ""bernie"" sanders",2009.0
14133,,0.0,,Gov,,3801.0,,1.0,,,32.0,,,,,,,,vermont,"james h. ""jim"" douglas",2009.0
14134,,0.0,,Sen,Senate,3809.0,L000174,1.0,,,33.0,,,,,,,,vermont,patrick joseph leahy,2009.0
14135,,0.0,,Rep,,1031.0,W000800,5.0,,,33.0,,,,,,,,vermont,peter welch,2009.0
14136,,0.0,,Rep,,78.0,Y000033,5.0,,,23.0,,,,,,,,alaska,don young,2007.0
14137,,0.0,,Sen,Senate,84.0,M001153,13.0,,,23.0,,,,,,,,alaska,lisa murkowski,2007.0
14138,,0.0,,Sen,,93.0,S000888,3.0,,,23.0,,,,,,,,alaska,ted stevens,2007.0
14139,,1.0,,Rep,,838.0,N000147,9.0,DC,,38.0,,,,,,,,district of columbia,eleanor holmes norton,2015.0
14140,,0.0,,Sen,,-99.0,,3.0,,,76.0,,,,,,,,district of columbia,,2015.0
14141,,12.0,,Rep,House,2750.0,A000370,6.0,,,25.0,,,,,,,,north carolina,alma adams,2015.0
14142,,4.0,,Rep,,902.0,P000523,12.0,,,28.0,,,,,,,,north carolina,david price,2015.0
14143,,7.0,,Rep,House,2778.0,R000603,8.0,,,24.0,,,,,,,,north carolina,david rouzer,2015.0
14144,,1.0,,Rep,,1791.0,B001251,7.0,,,32.0,,,,,,,,north carolina,g. k. butterfield,2015.0
14145,,13.0,,Rep,,2789.0,H001065,5.0,,,30.0,,,,,,,,north carolina,george holding,2015.0
14146,,11.0,,Rep,House,2822.0,M001187,9.0,,,34.0,,,,,,,,north carolina,mark meadows,2015.0
14147,,6.0,,Rep,,2823.0,W000819,6.0,,,44.0,,,,,,,,north carolina,mark walker,2015.0
14148,,0.0,,Gov,,2829.0,,5.0,,,412.0,,,,,,,,north carolina,pat mccrory,2015.0
14149,,10.0,,Rep,,2832.0,M001156,14.0,,,29.0,,,,,,,,north carolina,patrick mchenry,2015.0
14150,,2.0,,Rep,House,2838.0,E000291,9.0,,,33.0,,,,,,,,north carolina,renee ellmers,2015.0
14151,,0.0,,Sen,,2839.0,B001135,14.0,,,412.0,,,,,,,,north carolina,richard burr,2015.0
14152,,8.0,,Rep,House,2841.0,H001067,9.0,,,32.0,,,,,,,,north carolina,richard hudson,2015.0
14153,,9.0,,Rep,House,2844.0,P000606,9.0,,,34.0,,,,,,,,north carolina,robert pittenger,2015.0
14154,,0.0,,Sen,,2864.0,T000476,6.0,,,412.0,,,,,,,,north carolina,thom tillis,2015.0
14155,,5.0,,Rep,,1077.0,F000450,15.0,,,30.0,,,,,,,,north carolina,virginia foxx,2015.0
14156,,3.0,,Rep,,671.0,J000255,10.0,,,37.0,,,,,,,,north carolina,walter jones,2015.0
14157,,13.0,,Rep,House,2372.0,S001165,6.0,,,6.0,,,,,,,,new jersey,albio sires,2007.0
14158,,8.0,,Rep,,2379.0,P000096,3.0,,,12.0,,,,,,,,new jersey,bill pascrell,2007.0
14159,,4.0,,Rep,,2389.0,S000522,2.0,,,23.0,,,,,,,,new jersey,christopher smith,2007.0
14160,,10.0,,Rep,House,2404.0,P000604,3.0,,,15.0,,,,,,,,new jersey,donald payne,2007.0
14161,,0.0,,Sen,,2411.0,L000123,4.0,,,265.0,,,,,,,,new jersey,frank lautenberg,2007.0
14162,,2.0,,Rep,,2144.0,L000554,12.0,,,12.0,,,,,,,,new jersey,frank lobiondo,2007.0
14163,,6.0,,Rep,House,381.0,P000034,10.0,,,25.0,,,,,,,,new jersey,frank pallone,2007.0
14164,,3.0,,Rep,,2428.0,S000097,3.0,,,14.0,,,,,,,,new jersey,jim saxton,2007.0
14165,,7.0,,Rep,,2454.0,F000443,3.0,,,23.0,,,,,,,,new jersey,mike ferguson,2007.0
14166,,1.0,,Rep,,830.0,A000210,3.0,,,24.0,,,,,,,,new jersey,robert andrews,2007.0
14167,,0.0,,Sen,,2381.0,M000639,1.0,,,262.0,,,,,,,,new jersey,robert menéndez,2007.0
14168,,11.0,,Rep,,1045.0,F000372,12.0,,,31.0,,,,,,,,new jersey,rodney frelinghuysen,2007.0
14169,,12.0,,Rep,House,843.0,H001032,6.0,,,24.0,,,,,,,,new jersey,rush holt,2007.0
14170,,5.0,,Rep,House,183.0,G000548,12.0,,,31.0,,,,,,,,new jersey,scott garrett,2007.0
14171,,9.0,,Rep,House,1195.0,R000462,2.0,,,18.0,,,,,,,,new jersey,steven rothman,2007.0
14172,,0.0,,Gov,,197.0,H001014,4.0,,,221.0,,,,,,,,arkansas,asa hutchinson,2021.0
14173,,4.0,,Rep,,200.0,W000821,6.0,,,42.0,,,,,,,,arkansas,bruce westerman,2021.0
14174,,2.0,,Rep,House,208.0,H001072,6.0,,,65.0,,,,,,,,arkansas,french hill,2021.0
14175,,0.0,,Sen,Senate,215.0,B001236,11.0,,,221.0,,,,,,,,arkansas,john boozman,2021.0
14176,,1.0,,Rep,House,228.0,C001087,11.0,,,49.0,,,,,,,,arkansas,rick crawford,2021.0
14177,,3.0,,Rep,House,233.0,W000809,11.0,,,65.0,,,,,,,,arkansas,steve womack,2021.0
14178,,0.0,,Sen,Senate,235.0,C001095,6.0,,,221.0,,,,,,,,arkansas,tom cotton,2021.0
14179,,0.0,,Gov,,3406.0,,10.0,,,364.0,,,,,,,,tennessee,bill haslam,2011.0
14180,,0.0,,Sen,,3410.0,C001071,14.0,,,362.0,,,,,,,,tennessee,bob corker,2011.0
14181,,3.0,,Rep,House,3417.0,F000459,7.0,,,41.0,,,,,,,,tennessee,chuck fleischmann,2011.0
14182,,6.0,,Rep,House,3432.0,B001273,11.0,,,51.0,,,,,,,,tennessee,diane black,2011.0
14183,,5.0,,Rep,,942.0,C000754,14.0,,,50.0,,,,,,,,tennessee,jim cooper,2011.0
14184,,2.0,,Rep,,3451.0,D000533,5.0,,,40.0,,,,,,,,tennessee,jimmy duncan,2011.0
14185,,0.0,,Sen,Senate,3403.0,A000360,14.0,,,365.0,,,,,,,,tennessee,lamar alexander,2011.0
14186,,7.0,,Rep,House,1006.0,B001243,14.0,,,47.0,,,,,,,,tennessee,marsha blackburn,2011.0
14187,,1.0,,Rep,,3428.0,R000582,11.0,,,40.0,,,,,,,,tennessee,phil roe,2011.0
14188,,4.0,,Rep,House,3479.0,D000616,11.0,,,41.0,,,,,,,,tennessee,scott desjarlais,2011.0
14189,,8.0,,Rep,,3481.0,F000458,5.0,,,30.0,,,,,,,,tennessee,stephen fincher,2011.0
14190,,9.0,,Rep,,1058.0,C001068,14.0,,,24.0,,,,,,,,tennessee,steve cohen,2011.0
14191,,1.0,,Rep,,3757.0,M001213,0.0,,,57.0,,,,,,,,utah,blake moore,2021.0
14192,,4.0,,Rep,House,3759.0,O000086,0.0,,,64.0,,,,,,,,utah,burgess owens,2021.0
14193,,2.0,,Rep,House,3762.0,S001192,9.0,,,65.0,,,,,,,,utah,chris stewart,2021.0
14194,,3.0,,Rep,,3773.0,C001114,1.0,,,58.0,,,,,,,,utah,john curtis,2021.0
14195,,0.0,,Sen,Senate,3781.0,L000577,11.0,,,244.0,,,,,,,,utah,mike lee,2021.0
14196,,0.0,,Sen,,3783.0,R000615,1.0,,,244.0,,,,,,,,utah,mitt romney,2021.0
14197,,0.0,,Gov,,4532.0,,0.0,,,244.0,,,,,,,,utah,spencer cox,2021.0
14198,,1.0,,Rep,House,2129.0,N000186,6.0,,,31.0,,,,,,,,mississippi,alan nunnelee,2013.0
14199,,2.0,,Rep,,2132.0,T000193,1.0,,,27.0,,,,,,,,mississippi,bennie g thompson,2013.0
14200,,3.0,,Rep,House,2147.0,H001045,13.0,,,40.0,,,,,,,,mississippi,gregg harper,2013.0
14201,,0.0,,Gov,,2162.0,,9.0,,,120.0,,,,,,,,mississippi,phil bryant,2013.0
14202,,0.0,,Sen,Senate,2166.0,W000437,3.0,,,119.0,,,,,,,,mississippi,roger f. wicker,2013.0
14203,,4.0,,Rep,House,2170.0,P000601,11.0,,,20.0,,,,,,,,mississippi,steven palazzo,2013.0
14204,,0.0,,Sen,,2172.0,C000567,13.0,,,119.0,,,,,,,,mississippi,thad cochran,2013.0
14205,,1.0,,Rep,,3387.0,J000301,0.0,,,48.0,,,,,,,,south dakota,dusty johnson,2019.0
14206,,0.0,,Sen,Senate,3391.0,T000250,11.0,,,48.0,,,,,,,,south dakota,john thune,2019.0
14207,,0.0,,Gov,,3392.0,N000184,0.0,,,48.0,,,,,,,,south dakota,kristi noem,2019.0
14208,,0.0,,Sen,,3393.0,R000605,6.0,,,48.0,,,,,,,,south dakota,mike rounds,2019.0
14209,,3.0,,Rep,House,2272.0,S001172,13.0,,,28.0,,,,,,,,nebraska,adrian smith,2009.0
14210,,0.0,,Gov,,2281.0,,1.0,,,97.0,,,,,,,,nebraska,"david eugene ""dave"" heineman",2009.0
14211,,0.0,,Sen,,2273.0,N000180,1.0,,,103.0,,,,,,,,nebraska,"earl benjamin ""ben"" nelson",2009.0
14212,,1.0,,Rep,House,2290.0,F000449,15.0,,,28.0,,,,,,,,nebraska,jeff fortenberry,2009.0
14213,,2.0,,Rep,,2296.0,T000459,11.0,,,44.0,,,,,,,,nebraska,lee terry,2009.0
14214,,0.0,,Sen,Senate,2301.0,J000291,9.0,,,101.0,,,,,,,,nebraska,mike johanns,2009.0
14215,,0.0,,Gov,,1234.0,,0.0,,,102.0,,,,,,,,idaho,brad little,2019.0
14216,,0.0,,Sen,,1238.0,R000584,9.0,,,103.0,,,,,,,,idaho,jim risch,2019.0
14217,,0.0,,Sen,,1248.0,C000880,13.0,,,103.0,,,,,,,,idaho,mike crapo,2019.0
14218,,2.0,,Rep,,1249.0,S001148,10.0,,,43.0,,,,,,,,idaho,mike simpson,2019.0
14219,,1.0,,Rep,,1258.0,F000469,1.0,,,61.0,,,,,,,,idaho,russ fulcher,2019.0
14220,,5.0,,Rep,,761.0,M001169,6.0,,,33.0,,,,,,,,connecticut,chris murphy,2009.0
14221,,0.0,,Sen,Senate,762.0,D000388,1.0,,,152.0,,,,,,,,connecticut,christopher john dodd,2009.0
14222,,4.0,,Rep,,777.0,H001047,13.0,,,32.0,,,,,,,,connecticut,jim himes,2009.0
14223,,2.0,,Rep,House,781.0,C001069,13.0,,,25.0,,,,,,,,connecticut,joe courtney,2009.0
14224,,1.0,,Rep,,784.0,L000557,9.0,,,33.0,,,,,,,,connecticut,john larson,2009.0
14225,,0.0,,Sen,,782.0,L000304,1.0,,,152.0,,,,,,,,connecticut,"joseph isadore ""joe"" lieberman",2009.0
14226,,0.0,,Gov,,794.0,,3.0,,,154.0,,,,,,,,connecticut,m. jodi rell,2009.0
14227,,3.0,,Rep,,807.0,D000216,10.0,,,30.0,,,,,,,,connecticut,rosa delauro,2009.0
14228,,0.0,,Sen,,1210.0,L000571,0.0,,,36.0,,,,,,,,wyoming,cynthia lummis,2021.0
14229,,0.0,,Sen,,4110.0,B001261,13.0,,,36.0,,,,,,,,wyoming,john barrasso,2021.0
14230,,1.0,,Rep,House,4111.0,C001109,3.0,,,36.0,,,,,,,,wyoming,liz cheney,2021.0
14231,,0.0,,Gov,,4113.0,,0.0,,,36.0,,,,,,,,wyoming,mark gordon,2021.0
14232,,0.0,,Sen,,1206.0,S001194,5.0,,,40.0,,,,,,,,hawaii,brian schatz,2013.0
14233,,1.0,,Rep,House,1209.0,H001050,9.0,,,18.0,,,,,,,,hawaii,colleen hanabusa,2013.0
14234,,0.0,,Sen,,1223.0,H001042,4.0,,,40.0,,,,,,,,hawaii,mazie k. hirono,2013.0
14235,,0.0,,Gov,,1224.0,A000014,6.0,,,39.0,,,,,,,,hawaii,neil abercrombie,2013.0
14236,,2.0,,Rep,House,1231.0,G000571,9.0,,,22.0,,,,,,,,hawaii,tulsi gabbard,2013.0
14237,,5.0,,Rep,House,3097.0,H000762,3.0,,,20.0,,,,,,,,oregon,darlene hooley,2007.0
14238,,1.0,,Rep,House,3099.0,W000793,6.0,,,21.0,,,,,,,,oregon,david wu,2007.0
14239,,3.0,,Rep,House,3103.0,B000574,15.0,,,24.0,,,,,,,,oregon,earl blumenauer,2007.0
