candidate_bonica,candidate_ces,politician_id,Unique_Project_ID,office_seat_name,district,cycle,state_ces,type,chamber,bioguide_id,Ran prior to 2019,Notes,year_ces,obs,id_lt_ces,state_bonica,id_lt_bonica,score,state,candidate,year
charles dumas,charles dumas,5332,3154,District 5,5,2012,pennsylvania,Rep,,,2,,2012,62,10,pennsylvania,35,0.9999976,,,
christopher p. carney,christopher carney,8474,3155,District 10,10,2010,pennsylvania,Rep,,C001065,4,,2010,123,6,pennsylvania,2,0.9541136,,,
christopher p. carney,christopher carney,8474,3155,District 10,10,2006,pennsylvania,Rep,,C001065,4,,2006,98,7,pennsylvania,26,0.9541136,,,
christopher hackett,chris hackett,9996,3156,District 10,10,2008,pennsylvania,Rep,,,1,,2008,68,8,pennsylvania,35,0.9724568,,,
chrissy houlahan,chrissy houlahan,8986,3157,District 6,6,2022,pennsylvania,Rep,,H001085,1,,2022,153,8,pennsylvania,10,0.99999976,,,
christina m. finello,christina finello,10272,3158,District 1,1,2020,pennsylvania,Rep,,,0,,2020,173,5,pennsylvania,29,0.977246,,,
christina marie hartman,christina hartman,8237,3159,District 16,16,2016,pennsylvania,Rep,,,1,,2016,168,7,pennsylvania,6,0.9712819,,,
conor lamb,conor lamb,8317,3160,District 17,13,2018,pennsylvania,Rep,,L000588,,,2018,2,10,pennsylvania,28,1.0000005,,,
conor lamb,conor lamb,8317,3160,District 18,13,2018,pennsylvania,Rep,,L000588,,,2018,2,10,pennsylvania,28,1.0000005,,,
w. curtis weldon,curt weldon,9899,3161,District 7,7,2006,pennsylvania,Rep,,W000268,1,,2006,91,8,pennsylvania,16,0.9416074,,,
dan connolly,dan connolly,17087,3162,District 18,18,2010,pennsylvania,Rep,,,1,,2010,151,7,pennsylvania,41,0.9999988,,,
dan lavallee,dan lavallee,3602,3163,District 3,3,2014,pennsylvania,Rep,,,2,,2014,27,8,pennsylvania,7,0.99896944,,,
dan meuser,dan meuser,8990,3164,District 9,9,2022,pennsylvania,Rep,House,M001204,0,,2022,204,12,pennsylvania,25,0.9999987,,,
dan david,daniel david,8983,3165,District 4,4,2018,pennsylvania,Rep,,,,,2018,173,11,pennsylvania,17,0.94724274,,,
dasha yermakova pruett,dasha pruett,10661,3166,District 5,5,2020,pennsylvania,Rep,,,0,,2020,148,8,pennsylvania,3,0.9587485,,,
david g. argall,david argall,8479,3167,District 17,17,2010,pennsylvania,Rep,,,1,,2010,146,8,pennsylvania,4,0.9586177,,,
david j. moylan,david moylan,3607,3168,District 17,17,2014,pennsylvania,Rep,,,2,,2014,27,9,pennsylvania,24,0.96940416,,,
david torres,david torres,8979,3169,District 2,2,2020,pennsylvania,Rep,,,1,,2020,136,9,pennsylvania,24,0.99999917,,,
deborah lorraine williams,deborah williams,15633,3170,District 1,1,2016,pennsylvania,Rep,,,1,,2016,161,8,pennsylvania,9,0.95437604,,,
denny wolff,denny wolff,8989,3171,District 9,9,2018,pennsylvania,Rep,,,,,2018,189,14,pennsylvania,31,1.0000007,,,
diana irey vaughan,diana irey,11457,3172,District 12,12,2006,pennsylvania,Rep,,,1,,2006,80,9,pennsylvania,40,0.9492708,,,
donald l. sherwood,don sherwood,9957,3173,District 10,10,2006,pennsylvania,Rep,House,S001146,1,,2006,98,10,pennsylvania,27,0.9312744,,,
donald l. hilliard,donald l. hillard,16003,3174,District 5,5,2006,pennsylvania,Rep,,,1,,2006,84,11,pennsylvania,25,0.9838152,,,
dwight evans,dwight evans,8980,3175,District 3,3,2022,pennsylvania,Rep,House,E000296,0,,2022,165,15,pennsylvania,0,0.9999998,,,
dwight evans,dwight evans,8980,3175,District 3,2,2018,pennsylvania,Rep,House,E000296,3,,2018,5,15,pennsylvania,29,0.9999998,,,
ed rendell,edward rendell,8038,3176,,0,2006,pennsylvania,Gov,,,2,,2006,1482,12,pennsylvania,45,0.9261626,,,
erin mcclelland,erin mcclelland,3606,3177,District 12,12,2014,pennsylvania,Rep,,,2,,2014,44,11,pennsylvania,22,0.9999975,,,
eugene a. depasquale,eugene depasquale,10284,3178,District 10,10,2020,pennsylvania,Rep,,,0,,2020,161,11,pennsylvania,20,0.98162156,,,
frederick b. keller,fred keller,10653,3179,District 12,12,2020,pennsylvania,Rep,House,K000395,0,,2020,180,12,pennsylvania,11,0.9381988,,,
gary steven wegman,gary wegman,10666,3180,District 9,9,2020,pennsylvania,Rep,,,0,,2020,174,13,pennsylvania,23,0.91614056,,,
gene stilp,gene stilp,5355,3181,District 11,11,2012,pennsylvania,Rep,,,2,,2012,60,17,pennsylvania,39,0.9999963,,,
mike kelly,mike kelly,2870,3182,District 16,16,2022,pennsylvania,Rep,House,K000376,1,,2022,198,30,pennsylvania,21,1.000001,,,
mike kelly,mike kelly,2870,3182,District 16,15,2018,pennsylvania,Rep,,K000376,,,2018,26,34,pennsylvania,2,1.000001,,,
george badey,george badey,5325,3183,District 7,7,2012,pennsylvania,Rep,,,2,,2012,46,18,pennsylvania,12,1.0000004,,,
george b. scott,george scott,8588,3184,District 10,10,2018,pennsylvania,Rep,,,,,2018,187,16,pennsylvania,25,0.98016864,,,
greg mccauley,"gregory michael mccauley, sr.",8987,3185,District 6,6,2018,pennsylvania,Rep,,,1,,2018,138,19,pennsylvania,38,0.8966313,,,
guy reschenthaler,guy reschenthaler,8977,3186,District 14,14,2018,pennsylvania,Rep,House,R000610,0,,2018,173,20,pennsylvania,7,1.0000007,,,
gwen moore,gwen moore,2926,3187,District 4,4,2014,wisconsin,Rep,,M001160,15,,2014,18,3,wisconsin,9,1.0000008,,,
hans f. lessmann,hans lessmann,5342,3188,District 14,14,2012,pennsylvania,Rep,,,2,,2012,63,22,pennsylvania,41,0.9712112,,,
harry perkinson,harry perkinson,5348,3189,District 4,4,2012,pennsylvania,Rep,,,2,,2012,61,23,pennsylvania,19,0.99999756,,,
james jones,james a jones,17065,3190,District 2,2,2016,pennsylvania,Rep,,,1,,2016,189,12,pennsylvania,2,0.98371303,,,
james jones,james a jones,17065,3190,District 2,2,2016,pennsylvania,Rep,,,1,,2016,189,12,pennsylvania,2,0.98371303,,,
jason altmire,jason altmire,5324,3191,District 4,4,2010,pennsylvania,Rep,House,A000362,7,,2010,160,12,pennsylvania,6,1.0000001,,,
jason altmire,jason altmire,5324,3191,District 4,4,2006,pennsylvania,Rep,House,A000362,7,,2006,88,13,pennsylvania,17,1.0000001,,,
jess king,jessica king,8972,3192,District 11,11,2018,pennsylvania,Rep,,,,,2018,187,21,pennsylvania,34,0.9692373,,,
jim bognet,jim bognet,10665,3193,District 8,8,2022,pennsylvania,Rep,,,0,,2022,217,20,pennsylvania,18,0.9999994,,,
jim gerlach,jim gerlach,2818,3194,District 6,6,2010,pennsylvania,Rep,House,G000549,11,,2010,154,13,pennsylvania,13,0.99999934,,,
jim gerlach,jim gerlach,2818,3194,District 6,6,2006,pennsylvania,Rep,House,G000549,11,,2006,84,14,pennsylvania,13,0.99999934,,,
joseph r. pitts,joseph r. pitts,2952,3195,District 16,16,2006,pennsylvania,Rep,House,P000373,1,,2006,74,19,pennsylvania,30,0.9999986,,,
joseph james rooney,joe rooney,5352,3196,District 13,13,2012,pennsylvania,Rep,,,2,,2012,48,29,pennsylvania,23,0.957702,,,
joe sestak,joe sestak,818,3197,District 7,7,2008,pennsylvania,Rep,House,S001169,4,,2008,81,12,pennsylvania,14,1.0000008,,,
joe sestak,joe sestak,818,3197,District 7,7,2006,pennsylvania,Rep,House,S001169,4,,2006,91,15,pennsylvania,15,1.0000008,,,
john b. callahan,john callahan,8477,3198,District 15,15,2010,pennsylvania,Rep,,,1,,2010,132,15,pennsylvania,35,0.95633066,,,
john e. peterson,john e. peterson,13909,3199,District 5,5,2006,pennsylvania,Rep,,P000263,2,,2006,84,16,pennsylvania,24,0.9999979,,,
john william emmons,john emmons,10663,3200,District 6,6,2020,pennsylvania,Rep,,,0,,2020,149,17,pennsylvania,12,0.95517933,,,
john fetterman,john fetterman,8074,3201,Class III,0,2022,pennsylvania,Sen,,F000479,0,,2022,3102,21,pennsylvania,36,0.99999994,,,
john joyce,john joyce,8975,3202,District 13,13,2022,pennsylvania,Rep,House,J000302,0,,2022,190,22,pennsylvania,15,1,,,
john p. murtha,john p. murtha,9940,3203,District 12,12,2006,pennsylvania,Rep,,M001120,2,,2006,81,17,pennsylvania,41,1.0000002,,,
john chrin,john robert chrin,8988,3204,District 8,8,2018,pennsylvania,Rep,,,,,2018,179,23,pennsylvania,11,0.9588412,,,
joshua thomas burkholder,joshua burkholder,17066,3205,District 4,4,2016,pennsylvania,Rep,,,1,,2016,174,14,pennsylvania,12,0.97704935,,,
karen lynn ramsburg,karen ramsburg,5350,3206,District 9,9,2012,pennsylvania,Rep,,,2,,2012,61,35,pennsylvania,21,0.96866155,,,
kathy boockvar,kathryn boockvar,5327,3207,District 8,8,2012,pennsylvania,Rep,,,2,,2012,63,36,pennsylvania,10,0.9724084,,,
kathy barnette,kathy barnette,10660,3208,District 4,4,2020,pennsylvania,Rep,,,0,,2020,171,19,pennsylvania,30,0.9999968,,,
kathleen alana mcginty,katie mcginty,6579,3209,Class III,0,2016,pennsylvania,Sen,,,1,,2016,3475,15,pennsylvania,37,0.9401558,,,
keith j. rothfus,keith rothfus,3124,3210,District 12,12,2014,pennsylvania,Rep,House,R000598,9,,2014,44,15,pennsylvania,21,0.98313695,,,
kerith strano taylor,kerith strano taylor,3616,3211,District 5,5,2016,pennsylvania,Rep,,,3,,2016,351,17,pennsylvania,14,0.9999994,,,
kevin strouse,kevin strouse,3614,3212,District 8,8,2014,pennsylvania,Rep,,,2,,2014,39,17,pennsylvania,3,0.99999785,,,
kristy marie gnibus,kristy gnibus,10286,3213,District 16,16,2020,pennsylvania,Rep,,,0,,2020,184,20,pennsylvania,16,0.965594,,,
lawrence o. maggi,larry maggi,5343,3214,District 18,18,2012,pennsylvania,Rep,,,2,,2012,55,39,pennsylvania,26,0.95041496,,,
laureen a. cummings,laureen cummings,5329,3215,District 17,17,2012,pennsylvania,Rep,,,2,,2012,66,40,pennsylvania,25,0.9876006,,,
lee griffin,lee griffin,10652,3216,District 12,12,2020,pennsylvania,Rep,,,0,,2020,180,21,pennsylvania,10,0.9999987,,,
lenny mcallister,lenny mcallister,17080,3217,District 14,14,2016,pennsylvania,Rep,,,1,,2016,218,18,pennsylvania,25,1.0000015,,,
linda deliah thompson,linda deliah thompson,3617,3218,District 4,4,2014,pennsylvania,Rep,,,2,,2014,31,18,pennsylvania,8,0.9999983,,,
lisa scheller,lisa scheller,10664,3219,District 7,7,2022,pennsylvania,Rep,,,0,,2022,169,23,pennsylvania,27,1.0000002,,,
lloyd k. smucker,lloyd k smucker,8238,3220,District 16,16,2016,pennsylvania,Rep,,S001199,1,,2016,169,19,pennsylvania,8,0.98964244,,,
lois k. herr,lois k. herr,8478,3221,District 16,16,2006,pennsylvania,Rep,,,1,,2006,74,20,pennsylvania,29,1.0000008,,,
lois murphy,lois murphy,10123,3222,District 6,6,2006,pennsylvania,Rep,,,1,,2006,84,21,pennsylvania,14,1.0000001,,,
lou barletta,lou barletta,2718,3223,District 11,11,2008,pennsylvania,Rep,House,B001269,10,,2008,89,17,pennsylvania,37,0.99999964,,,
lou barletta,lou barletta,2718,3223,Class I,0,2018,pennsylvania,Sen,,B001269,1,,2018,3128,26,pennsylvania,41,0.99999964,,,
luke edison negron,luke negron,10658,3224,District 18,18,2020,pennsylvania,Rep,,,0,,2020,186,24,pennsylvania,34,0.9276781,,,
lynn swann,lynn swann,9319,3225,,0,2006,pennsylvania,Gov,,,1,,2006,1478,22,pennsylvania,44,0.9999987,,,
madeleine dean,madeleine dean,8982,3226,District 4,4,2022,pennsylvania,Rep,House,D000631,0,,2022,143,25,pennsylvania,28,1.0000002,,,
madeleine dean,madeleine dean,8982,3226,District 4,4,2018,pennsylvania,Rep,House,D000631,0,,2018,173,27,pennsylvania,18,1.0000002,,,
manan trivedi,manan trivedi,3618,3227,District 6,6,2010,pennsylvania,Rep,,,5,,2010,151,22,pennsylvania,14,1.0000004,,,
marc friedenberg,marc friedenberg,8973,3228,District 12,12,2018,pennsylvania,Rep,,,,,2018,186,28,pennsylvania,9,0.9999991,,,
marina kats,marina kats,17077,3229,District 13,13,2008,pennsylvania,Rep,,,1,,2008,28,18,pennsylvania,5,1.0000015,,,
mark mccracken,mark b. mccracken,17068,3230,District 5,5,2008,pennsylvania,Rep,,,1,,2008,42,19,pennsylvania,13,0.971729,,,
mark s. critz,mark s. critz,5328,3231,District 12,3,2012,pennsylvania,Rep,,C001081,1,,2012,5,45,pennsylvania,2,0.9999974,,,
martin w. nothstein,martin nothstein,8592,3232,District 7,7,2018,pennsylvania,Rep,,,,,2018,158,29,pennsylvania,20,0.97609663,,,
martin w. nothstein,martin nothstein,8592,3232,District 15,7,2018,pennsylvania,Rep,,,,,2018,158,29,pennsylvania,20,0.97609663,,,
mary ellen balchunis,mary ellen balchunis,3589,3233,District 7,7,2016,pennsylvania,Rep,,,3,,2016,142,21,pennsylvania,32,1.0000001,,,
mary gay scanlon,mary gay scanlon,8984,3234,District 5,5,2022,pennsylvania,Rep,House,S001205,0,,2022,179,26,pennsylvania,3,0.99999976,,,
mary gay scanlon,mary gay scanlon,8984,3234,District 7,5,2018,pennsylvania,Rep,House,S001205,0,,2018,150,30,pennsylvania,6,0.99999976,,,
mary gay scanlon,mary gay scanlon,8984,3234,District 5,5,2018,pennsylvania,Rep,House,S001205,0,,2018,150,30,pennsylvania,6,0.99999976,,,
matt cartwright,matt cartwright,3125,3235,District 8,8,2022,pennsylvania,Rep,House,C001090,0,,2022,217,27,pennsylvania,19,1.0000001,,,
matt cartwright,matt cartwright,3125,3235,District 17,17,2016,pennsylvania,Rep,House,C001090,9,,2016,219,22,pennsylvania,23,1.0000001,,,
matt d. connolly,matt connolly,3593,3236,District 17,17,2016,pennsylvania,Rep,,,1,,2016,219,23,pennsylvania,22,0.967301,,,
matthew a. wertz,matthew a. wertz,16010,3237,District 17,17,2006,pennsylvania,Rep,,,1,,2006,90,23,pennsylvania,36,0.99999726,,,
megan rath,megan rath,3612,3238,District 1,1,2014,pennsylvania,Rep,,,2,,2014,13,23,pennsylvania,18,0.99999607,,,
melissa a. hart,melissa a. hart,9946,3239,District 4,4,2006,pennsylvania,Rep,House,H001033,2,,2006,87,24,pennsylvania,18,1.0000002,,,
melissa a. haluszczak,melissa haluszczak,17079,3240,District 14,14,2010,pennsylvania,Rep,,,1,,2010,116,24,pennsylvania,38,0.9757843,,,
michael g. fitzpatrick,michael g. fitzpatrick,2805,3241,District 8,13,2012,pennsylvania,Rep,,F000451,2,,2012,2,51,pennsylvania,11,0.99999946,,,
michael m. gessner,michael gessner,16001,3242,District 2,2,2006,pennsylvania,Rep,,,1,,2006,35,27,pennsylvania,23,0.9830363,,,
michael harvey,michael harvey,10659,3243,District 3,3,2020,pennsylvania,Rep,,,0,,2020,165,28,pennsylvania,0,0.9999975,,,
michael molesevich,michael molesevich,17075,3244,District 10,10,2016,pennsylvania,Rep,,,1,,2016,241,25,pennsylvania,3,0.9999999,,,
michael pipe,michael pipe,17070,3245,District 5,5,2010,pennsylvania,Rep,,,1,,2010,155,27,pennsylvania,27,0.99991006,,,
michael paul marsicano,mike marsicano,17076,3246,District 11,11,2016,pennsylvania,Rep,,,1,,2016,195,28,pennsylvania,18,0.9460933,,,
mike muhammad,mike muhammad,17062,3247,District 1,1,2008,pennsylvania,Rep,,,1,,2008,13,22,pennsylvania,42,1,,,
michael parrish,mike parrish,3610,3248,District 6,6,2016,pennsylvania,Rep,,,1,,2016,186,29,pennsylvania,16,0.96865106,,,
missa eaton,missa eaton,5333,3249,District 3,3,2012,pennsylvania,Rep,,,2,,2012,57,55,pennsylvania,31,0.9999128,,,
patrick meehan,patrick meehan,2918,3250,District 7,7,2016,pennsylvania,Rep,House,M001181,6,,2016,141,31,pennsylvania,33,0.9999995,,,
patrick j. toomey,patrick toomey,1484,3251,Class III,0,2010,pennsylvania,Sen,,T000461,1,,2010,1361,31,pennsylvania,43,0.95886266,,,
patrick j. murphy,patrick j. murphy,8473,3252,District 8,8,2008,pennsylvania,Rep,,M001168,2,,2008,74,23,pennsylvania,16,1.0000006,,,
paul e. kanjorski,paul e. kanjorski,8475,3253,District 11,11,2008,pennsylvania,Rep,House,K000008,2,,2008,89,24,pennsylvania,38,0.99999875,,,
pearl kim,pearl kim,8985,3254,District 7,5,2018,pennsylvania,Rep,,,,,2018,150,36,pennsylvania,5,1.0000001,,,
pearl kim,pearl kim,8985,3254,District 5,5,2018,pennsylvania,Rep,,,,,2018,150,36,pennsylvania,5,1.0000001,,,
philip j. avillo,philip j. avillo,16013,3255,District 19,19,2006,pennsylvania,Rep,,,1,,2006,97,31,pennsylvania,38,0.9999963,,,
philip english,phil english,10058,3256,District 3,3,2006,pennsylvania,Rep,,E000187,2,,2006,89,30,pennsylvania,1,0.93524116,,,
philip scollo,philip scollo,5354,3257,District 10,10,2012,pennsylvania,Rep,,,2,,2012,70,60,pennsylvania,4,0.9999988,,,
raj peter bhakta,raj peter bhakta,16007,3258,District 13,13,2006,pennsylvania,Rep,,,1,,2006,69,32,pennsylvania,32,1.0000004,,,
richard david daugherty,rick daugherty,5330,3259,District 15,15,2016,pennsylvania,Rep,,,3,,2016,178,32,pennsylvania,19,0.9249656,,,
rick hellberg,rick hellberg,17064,3260,District 2,2,2010,pennsylvania,Rep,,,1,,2010,103,33,pennsylvania,21,0.99999905,,,
rick santorum,rick santorum,10,3261,Class I,0,2006,pennsylvania,Sen,,S000059,1,,2006,1465,33,pennsylvania,42,1,,,
robert allen mansfield,robert mansfield,5344,3262,District 2,2,2012,pennsylvania,Rep,,,2,,2012,39,66,pennsylvania,29,0.9458818,,,
bob roggio,robert roggio,17071,3263,District 6,6,2008,pennsylvania,Rep,,,1,,2008,32,29,pennsylvania,26,0.9625529,,,
robert m. williams,robert williams,10656,3264,District 15,15,2020,pennsylvania,Rep,,,0,,2020,235,32,pennsylvania,8,0.9744213,,,
ronald a. dinicola,ronald dinicola,8589,3265,District 16,16,2018,pennsylvania,Rep,,,,,2018,191,37,pennsylvania,1,0.98193294,,,
ryan a. costello,ryan costello,3594,3266,District 6,6,2016,pennsylvania,Rep,House,C001106,6,,2016,186,34,pennsylvania,15,0.9411326,,,
ryan s. sanders,ryan sanders,17089,3267,District 19,19,2010,pennsylvania,Rep,,,1,,2010,153,35,pennsylvania,9,0.96382123,,,
siobhan l. bennett,sam bennett,17081,3268,District 15,15,2008,pennsylvania,Rep,,,1,,2008,55,30,pennsylvania,8,0.89493346,,,
sarah elizabeth hammond,sarah hammond,10651,3269,District 11,11,2020,pennsylvania,Rep,,,0,,2020,160,33,pennsylvania,18,0.95619,,,
scott f. brion,scott brion,3591,3270,District 10,10,2014,pennsylvania,Rep,,,2,,2014,26,32,pennsylvania,15,0.96613634,,,
scott perry,scott perry,3123,3271,District 10,10,2022,pennsylvania,Rep,House,P000605,0,,2022,151,33,pennsylvania,4,1.0000014,,,
scott perry,scott perry,3123,3271,District 4,4,2016,pennsylvania,Rep,House,P000605,9,,2016,174,35,pennsylvania,11,1.0000014,,,
scott wallace,scott wallace,8684,3272,District 1,1,2018,pennsylvania,Rep,,,,,2018,130,40,pennsylvania,36,0.9999969,,,
richard sean parnell,sean parnell,10657,3273,District 17,17,2020,pennsylvania,Rep,,,0,,2020,205,35,pennsylvania,33,0.9505723,,,
steve o'donnell,steve o'donnell,17086,3274,District 18,18,2008,pennsylvania,Rep,,,1,,2008,28,31,pennsylvania,1,0.999998,,,
steven j. santarsiero,steve santarsiero,8353,3275,District 8,8,2016,pennsylvania,Rep,,,1,,2016,173,36,pennsylvania,30,0.9678071,,,
steven c. porter,steven c. porter,5349,3276,District 3,3,2006,pennsylvania,Rep,,,1,,2006,90,35,pennsylvania,2,1.0000004,,,
susan boser,susan boser,8978,3277,District 15,15,2018,pennsylvania,Rep,,,,,2018,261,41,pennsylvania,24,0.99999917,,,
susan wild,susan wild,8591,3278,District 7,7,2022,pennsylvania,Rep,House,W000826,0,,2022,169,36,pennsylvania,26,0.99999946,,,
tom marino,tom marino,2902,3279,District 12,7,2018,pennsylvania,Rep,,M001179,,,2018,9,43,pennsylvania,10,1.0000008,,,
tom marino,tom marino,2902,3279,District 10,10,2016,pennsylvania,Rep,,M001179,10,,2016,241,38,pennsylvania,4,1.0000008,,,
thomas timothy holden,tim holden,5338,3280,District 17,17,2010,pennsylvania,Rep,,H000712,7,,2010,143,38,pennsylvania,5,0.9277464,,,
tim murphy,tim murphy,2929,3281,District 18,18,2010,pennsylvania,Rep,,M001151,11,,2010,156,39,pennsylvania,40,0.99999964,,,
tim burns,tim burns,8476,3282,District 12,12,2010,pennsylvania,Rep,,,1,,2010,128,37,pennsylvania,11,0.99999905,,,
tim burns,tim burns,8476,3282,District 12,12,2010,pennsylvania,Rep,,,1,,2010,128,37,pennsylvania,11,0.99999905,,,
todd russell platts,todd russell platts,14682,3283,District 19,19,2006,pennsylvania,Rep,,P000585,1,,2006,100,38,pennsylvania,37,0.9999987,,,
raymond todd rowley,todd rowley,10654,3284,District 13,13,2020,pennsylvania,Rep,,,0,,2020,171,37,pennsylvania,15,0.9338026,,,
thomas w. corbett,tom corbett,6575,3285,,0,2014,pennsylvania,Gov,,,6,,2014,488,35,pennsylvania,34,0.9294042,,,
tom houghton,tom houghton,3598,3286,District 16,16,2014,pennsylvania,Rep,,,2,,2014,32,36,pennsylvania,13,0.99999654,,,
tom manion,tom manion,17073,3287,District 8,8,2008,pennsylvania,Rep,,,1,,2008,50,35,pennsylvania,18,1.0000013,,,
tom smith,tom smith,1036,3288,Class I,0,2012,pennsylvania,Sen,,,2,,2012,1028,75,pennsylvania,42,0.99999654,,,
thomas w. wolf,tom wolf,6581,3289,,0,2018,pennsylvania,Gov,,,4,,2018,3133,44,pennsylvania,45,0.92966545,,,
toni gilhooley,toni gilhooley,17085,3290,District 17,17,2008,pennsylvania,Rep,,,1,,2008,28,36,pennsylvania,32,0.99999887,,,
tony barr,tony barr,16004,3291,District 9,9,2008,pennsylvania,Rep,,,2,,2008,46,37,pennsylvania,20,1.0000006,,,
wendell craig williams,w. craig williams,17072,3292,District 7,7,2008,pennsylvania,Rep,,,1,,2008,33,38,pennsylvania,15,0.9526377,,,
allen r. waters,allen waters,10841,3293,District 1,1,2022,rhode island,Rep,,,0,,2022,93,1,rhode island,3,0.9335543,,,
allen r. waters,allen waters,10841,3293,Class II,0,2020,rhode island,Sen,,,0,,2020,197,0,rhode island,6,0.9335543,,,
barry hinckley,barry hinckley,2650,3294,Class I,0,2012,rhode island,Sen,,,2,,2012,52,0,rhode island,6,1.0000002,,,
brendan p. doherty,brendan doherty,5578,3295,District 1,1,2012,rhode island,Rep,,,2,,2012,26,1,rhode island,0,0.9770889,,,
charlie fogarty,charles j. fogarty,9320,3296,,0,2006,rhode island,Gov,,,1,,2006,121,0,rhode island,7,0.9462235,,,
cormick brendan lynch,cormick lynch,3947,3297,District 1,1,2014,rhode island,Rep,,,2,,2014,15,0,rhode island,2,0.9316987,,,
david n. cicilline,david n. cicilline,2759,3298,District 1,2,2012,rhode island,Rep,,C001084,2,,2012,4,3,rhode island,2,0.9999977,,,
donald carcieri,donald carcieri,6485,3299,,0,2006,rhode island,Gov,,,2,,2006,121,2,rhode island,8,0.999998,,,
gina m. raimondo,gina raimondo,6652,3300,,0,2018,rhode island,Gov,,,4,,2018,184,1,rhode island,10,0.96393967,,,
jack reed,jack reed,1675,3301,Class II,0,2020,rhode island,Sen,,R000122,14,,2020,197,3,rhode island,5,1,,,
jeffrey e. lemire,jeffrey lemire,11062,3302,District 1,1,2020,rhode island,Rep,,,0,,2020,94,4,rhode island,4,0.98007494,,,
john j. loughlin,"john loughlin, ii",8480,3303,District 1,1,2010,rhode island,Rep,,,1,,2010,89,4,rhode island,4,0.9526034,,,
jonathan p. scott,"jonathan p. ""jon"" scott",16014,3304,District 1,1,2008,rhode island,Rep,,,1,,2008,10,2,rhode island,2,0.9738392,,,
lincoln chafee,lincoln chafee,822,3305,Class I,0,2006,rhode island,Sen,,C001040,1,,2006,121,6,rhode island,5,0.999998,,,
mark s. zaccaria,mark s. zaccaria,4572,3306,District 2,2,2008,rhode island,Rep,,,1,,2008,20,3,rhode island,1,0.99999917,,,
michael g. riley,micahel g. riley,5583,3307,District 2,2,2012,rhode island,Rep,,,2,,2012,25,8,rhode island,4,0.96985525,,,
patrick donovan,patrick donovan,8991,3308,District 1,1,2018,rhode island,Rep,,,1,,2018,91,4,rhode island,1,0.99999994,,,
patrick joseph kennedy,patrick j. kennedy,9904,3309,District 1,1,2008,rhode island,Rep,,K000113,2,,2008,50,4,rhode island,4,0.9466663,,,
rhue reis,rhue reis,3949,3310,District 2,2,2016,rhode island,Rep,,,3,,2016,106,4,rhode island,1,1,,,
bob flanders,robert flanders,9190,3311,Class I,0,2018,rhode island,Sen,,,1,,2018,184,5,rhode island,4,0.919937,,,
robert b. lancia,robert lancia,11108,3312,District 2,2,2020,rhode island,Rep,,,0,,2020,103,6,rhode island,0,0.9783406,,,
robert g. tingle,robert tingle,1676,3313,Class II,0,2008,rhode island,Sen,,,1,,2008,34,5,rhode island,6,0.9782766,,,
harold russell taub,russell taub,17090,3314,District 1,1,2016,rhode island,Rep,,,1,,2016,103,5,rhode island,5,0.9581067,,,
salvatore caiozzo,sal caiozzo,8992,3315,District 2,2,2018,rhode island,Rep,,,1,,2018,93,6,rhode island,2,0.94289565,,,
sheldon whitehouse,sheldon whitehouse,1038,3316,Class I,0,2018,rhode island,Sen,Senate,W000802,15,,2018,184,7,rhode island,5,1.0000001,,,
adair ford boroughs,adair boroughs,10670,3317,District 2,2,2020,south carolina,Rep,,,0,,2020,137,0,south carolina,11,0.9658865,,,
albert f. spencer,albert f. spencer,15652,3318,District 5,5,2008,south carolina,Rep,,,1,,2008,16,0,south carolina,1,0.9999976,,,
alvin greene,alvin greene,839,3319,Class III,0,2010,south carolina,Sen,,,1,,2010,328,1,south carolina,24,0.9999999,,,
anthony culler,anthony culler,3957,3320,District 6,6,2014,south carolina,Rep,,,2,,2014,7,0,south carolina,4,0.9999993,,,
archie parnell,archie parnell,8298,3321,District 5,5,2018,south carolina,Rep,,,1,,2018,132,0,south carolina,10,0.9999974,,,
arik m. bjorn,arik bjorn,17101,3322,District 2,2,2016,south carolina,Rep,,,1,,2016,123,0,south carolina,15,0.98251563,,,
arik m. bjorn,arik bjorn,17101,3322,District 2,2,2016,south carolina,Rep,,,1,,2016,123,0,south carolina,15,0.98251563,,,
barbara jo mullis,barbara jo mullis,3962,3323,District 3,3,2014,south carolina,Rep,,,2,,2014,11,1,south carolina,11,1,,,
ben frasier,"ben frasier, jr.",17096,3324,District 1,1,2010,south carolina,Rep,,,1,,2010,132,3,south carolina,10,0.96896374,,,
bob conley,bob conley,1681,3325,Class II,0,2008,south carolina,Sen,,,1,,2008,142,1,south carolina,15,0.9999982,,,
bob inglis,bob inglis,2490,3326,District 4,4,2006,south carolina,Rep,,I000023,3,,2006,80,1,south carolina,14,1.0000001,,,
bobbie rose,bobbie rose,5603,3327,District 1,1,2012,south carolina,Rep,,,2,,2012,37,1,south carolina,11,0.99999887,,,
bobbie rose,bobbie rose,5603,3327,District 1,1,2012,south carolina,Rep,,,2,,2012,37,1,south carolina,11,0.99999887,,,
charles bradley hutto,brad hutto,4581,3328,Class II,0,2014,south carolina,Sen,,,2,,2014,104,2,south carolina,15,0.93293345,,,
charles bradley hutto,brad hutto,4581,3328,Class II,0,2014,south carolina,Sen,,,2,,2014,104,2,south carolina,15,0.93293345,,,
brandon brown,brandon brown,8997,3329,District 4,4,2018,south carolina,Rep,,,1,,2018,133,1,south carolina,6,0.9999981,,,
