candidate_name,politician_id,state,cycle
Stephen Finger,15971,new york,2006
Ollie M. McClean,15972,new york,2006
Mariana Blume,15587,new york,2006
Yvette D. Clarke,2760,new york,2006
Ada M. Fisher,15549,north carolina,2006
Melvin Luther Watt,5257,north carolina,2006
Jo Ann Emerson,4923,missouri,2006
Branden C. McCullough,11743,missouri,2006
Veronica J. Hambacker,15933,missouri,2006
Ken Lucier,15921,minnesota,2006
Michael J. Barrett,15922,minnesota,2006
Collin Peterson,2949,minnesota,2006
Jim Marcinkowski,15907,michigan,2006
Richard Carl Gach,13633,michigan,2006
Aaron Stuttman,15906,michigan,2006
Mike Rogers,2971,michigan,2006
Jeff A. Steinport,15898,michigan,2006
Vernon J. Ehlers,13610,michigan,2006
James R. Rinck,15899,michigan,2006
William H. Szych,15879,massachusetts,2006
John W. Olver,13577,massachusetts,2006
Stacey Tallitsch,15872,louisiana,2006
David Gereighty,15873,louisiana,2006
Peter Beary,15871,louisiana,2006
Piyush Amrit Jindal,6475,louisiana,2006
Barry A. Welsh,15863,indiana,2006
Mike Pence,25,indiana,2006
Jesse Louis Jackson,5169,illinois,2006
Anthony Wayne Williams,12608,illinois,2006
Robert J. Belin,15853,illinois,2006
Patrick Samuel Pillion,15842,georgia,2006
Phil Gingrey,2821,georgia,2006
John D. Bradbury,15840,georgia,2006
J. Nathan Deal,6524,georgia,2006
Michael Hanley Calderin,15834,florida,2006
Mario Diaz-Balart,2788,florida,2006
Ileana Ros-Lehtinen,2976,florida,2006
Margaret Trowe,12675,florida,2006
David Y. Patlak,15833,florida,2006
Byron De Lear,15780,california,2006
Stanley Kimmel Kesselman,15781,california,2006
Howard L. Berman,8369,california,2006
Kelley L. Ross,14877,california,2006
Robert E. Cramer,13203,alabama,2006
Nicholas V. Lampson,8363,texas,2006
Robert Smither,11464,texas,2006
Don Richardson,12478,texas,2006
Shelley Sekula Gibbs,11462,texas,2006
Joe Reasbeck,12479,texas,2006
Stevan Pearce,708,new mexico,2006
C. Dean Burk,12475,new mexico,2006
Albert D. Kissling,11451,new mexico,2006
Patricia A. Madrid,10057,new mexico,2006
Heather A. Wilson,1018,new mexico,2006
Geoff Davis,10114,kentucky,2006
Brian Houillion,11436,kentucky,2006
Kenneth R. Lucas,10113,kentucky,2006
Bruce L. Braley,2736,iowa,2006
James F. Hill,12459,iowa,2006
Mike Whalen,10126,iowa,2006
Albert W. Schoeman,12458,iowa,2006
Chris Chocola,10072,indiana,2006
Joe Donnelly,547,indiana,2006
Brian Barron X. Scott,12446,colorado,2006
Jay Fawcett,10021,colorado,2006
Doug Lamborn,2878,colorado,2006
Richard D. Hand,12447,colorado,2006
Gregory Hollister,12448,colorado,2006
Bob Brister,12483,utah,2006
LaVar Christensen,11467,utah,2006
David Perry,12482,utah,2006
Jim Matheson,2903,utah,2006
Austin Sherwood Lett,12484,utah,2006
Lawrence Webb Kissell,5234,north carolina,2006
Robert C. Hayes,10056,north carolina,2006
Jill Talbot Derby,10022,nevada,2006
James C. Kroshus,12471,nevada,2006
Dean Heller,1021,nevada,2006
Daniel Rosen,12472,nevada,2006
John Nathan Hostettler,557,indiana,2006
Brad Ellsworth,559,indiana,2006
Paul King,11340,california,2006
Brian P. Bilbray,8366,california,2006
Miriam Ellen McCombe Clark,11423,california,2006
Francine P. Busby,10170,california,2006
Jerry McNerney,2917,california,2006
Richard W. Pombo,10108,california,2006
Ellen S. Simon,10053,arizona,2006
David Schlosser,10054,arizona,2006
Richard Renzi,10051,arizona,2006
Richard S. Hester,14525,new jersey,2006
Lynn Merle,15947,new jersey,2006
Viola Thomas-Hughes,15949,new jersey,2006
Robert E. Mullock,15948,new jersey,2006
Stephen F. Lynch,2899,massachusetts,2006
Joseph Shannon,15859,illinois,2006
Judy Biggert,5151,illinois,2006
Jack E. Robinson,11548,massachusetts,2006
Mike Nelson,16043,texas,2006
Jeb Hensarling,2845,texas,2006
Charles E. Thompson,16044,texas,2006
John A. Murphy,5347,pennsylvania,2006
Lois K. Herr,8478,pennsylvania,2006
Joseph R. Pitts,2952,pennsylvania,2006
Allyson Y. Schwartz,2993,pennsylvania,2006
Raj Peter Bhakta,16007,pennsylvania,2006
Jack A. Brown,15623,oregon,2006
Greg Walden,3032,oregon,2006
Carol J. Voisin,15997,oregon,2006
Tom Cole,2767,oklahoma,2006
Hal Spake,15994,oklahoma,2006
Edward M. Daniels,15975,new york,2006
Charles B. Rangel,2961,new york,2006
John J. Guarini,15963,new jersey,2006
Esmat Zaklama,15115,new jersey,2006
Herbert H. Shaw,4439,new jersey,2006
Albio Sires,3006,new jersey,2006
Brian Williams,15962,new jersey,2006
Willie Norwood,15554,new jersey,2006
Steve Stockman,3059,texas,2006
Giannibicego Hoa Tran,13027,texas,2006
Thomas Fanslau,15946,new jersey,2006
Frank A. LoBiondo,2890,new jersey,2006
Jeffrey K. Beatty,1599,massachusetts,2006
William D. Delahunt,13587,massachusetts,2006
Peter T. White,15882,massachusetts,2006
Michael Capuano,2749,massachusetts,2006
Laura Garza,15881,massachusetts,2006
Edward J. Markey,2711,massachusetts,2006
James P. McGovern,2911,massachusetts,2006
Danny L. Stover,11431,illinois,2006
John Shimkus,3003,illinois,2006
Richard D. Auman,15860,illinois,2006
Donald A. Manzullo,5176,illinois,2006
Woodrow Anderson,15744,arkansas,2006
John Boozman,376,arkansas,2006
Mike A. DeNunzio,15764,california,2006
Philip Zimt Berg,15762,california,2006
Nancy Pelosi,2946,california,2006
Kristine Keefer,15763,california,2006
John Woodrum,15805,california,2006
Susan A. Davis,2780,california,2006
Ernest H. Lippe,13404,california,2006
Charles W. Norwood,13491,georgia,2006
R. Terry Holley,15841,georgia,2006
Tom Latham,2884,iowa,2006
Selden E. Spencer,15846,iowa,2006
E. Joyce Schulte,15422,iowa,2006
Cheryl L. Brodersen,15847,iowa,2006
Steve King,2873,iowa,2006
Roy Nielsen,15848,iowa,2006
Jason E. Tabour,15852,illinois,2006
Bobby Rush,2983,illinois,2006
Daniel Lipinski,2889,illinois,2006
Raymond G. Wardingley,14322,illinois,2006
Charles Hutchinson,15856,illinois,2006
J. Dennis Hastert,11430,illinois,2006
Jonathan Laesch,11429,illinois,2006
Danny K. Davis,2779,illinois,2006
John J. Pavich,15858,illinois,2006
Gerald C. Weller,9896,illinois,2006
Joseph Oddo,11468,virginia,2006
Albert C. Weed,10168,virginia,2006
Virgil H. Goode,10169,virginia,2006
Robert B. Aderholt,2715,alabama,2006
Barbara Bobo,15742,alabama,2006
Mike Thompson,3018,california,2006
Pamela Elizondo,14096,california,2006
John W. Jones,15752,california,2006
Timothy J. Stock,15751,california,2006
Mark J. Yannone,14811,arizona,2006
John B. Shadegg,10093,arizona,2006
Herb Paine,15747,arizona,2006
Darcy Pearl Linn,15766,california,2006
Ellen O. Tauscher,13289,california,2006
Jill M. Martinez,15776,california,2006
Elton W. Gallegly,13339,california,2006
John A. Kanno,15771,california,2006
Dennis A. Cardoza,8384,california,2006
David Nelson Jones,15787,california,2006
Henry A. Waxman,3036,california,2006
Adele M. Cannon,15786,california,2006
Xavier Becerra,2722,california,2006
Jeeni Criscenzo,15801,california,2006
Darrell E. Issa,2859,california,2006
Lars R. Grossmith,15370,california,2006
Dan G. Litwin,15802,california,2006
Bob Filner,13406,california,2006
Blake Linden Miles,15803,california,2006
Diane E. Watson,14883,california,2006
Juanita Millender-McDonald,13369,california,2006
Herbert Glenn Peters,4321,california,2006
Linda T. Sánchez,3015,california,2006
James L. Andion,15792,california,2006
Tom Tancredo,53,colorado,2006
Bill Winter,15810,colorado,2006
Jack J. Woehr,15384,colorado,2006
Juan B. Botero,15809,colorado,2006
Ander Crenshaw,2774,florida,2006
Robert J. Harms,15817,florida,2006
John Blade,15816,florida,2006
Clifford Bundy Stearns,4821,florida,2006
David E. Bruderly,14936,florida,2006
Chuck Ahner,15867,kansas,2006
Robert A. Conroy,15866,kansas,2006
Dennis Moore,9997,kansas,2006
Richard Hugh Baker,13576,louisiana,2006
Richard M. Fontanesi,11239,louisiana,2006
C.A. Dutch Ruppersberger,2982,maryland,2006
Jimmy Mathis,15884,maryland,2006
John Sarbanes,2987,maryland,2006
John D. White,15886,maryland,2006
Charles Curtis McPeek,15885,maryland,2006
Albert R. Wynn,13593,maryland,2006
Michael Moshe Starkman,15887,maryland,2006
Elijah Cummings,2778,maryland,2006
Thomas H. Allen,1604,maine,2006
Darlene J. Curley,15895,maine,2006
Dexter J. Kamilewicz,15894,maine,2006
James M. Ramstad,13657,minnesota,2006
Wendy Wilde,15919,minnesota,2006
Carolyn Cheeks Kilpatrick,13644,michigan,2006
John Davenport,15915,michigan,2006
Jim Giles,11557,mississippi,2006
Lamonica L. Magee,15537,mississippi,2006
Charles W. Pickering,13701,mississippi,2006
G.K. Butterfield,2743,north carolina,2006
Carol Elaine Gay,15952,new jersey,2006
Louis B. Wary,15951,new jersey,2006
Christopher H. Smith,3010,new jersey,2006
Richard Edgar,15558,new jersey,2006
John W. Bugler,15966,new york,2006
Steve Israel,2858,new york,2006
Carolyn McCarthy,2905,new york,2006
Martin W. Blessinger,15967,new york,2006
Shelley Berkley,1020,nevada,2006
Darnell Roberts,15964,nevada,2006
Kenneth A. Wegner,5900,nevada,2006
Raymond James Duensing,15576,nevada,2006
Eliot Engel,2798,new york,2006
James Faulkner,15976,new york,2006
Michael R. McNulty,13825,new york,2006
Warren Redlich,12277,new york,2006
John A. Boehner,2731,ohio,2006
Morton W. Meier,15982,ohio,2006
Stephanie Tubbs Jones,13861,ohio,2006
Lindsey N. String,15985,ohio,2006
Ralph S. Regula,13871,ohio,2006
Thomas Shaw,15988,ohio,2006
Tim Ryan,2984,ohio,2006
Donald Manning,15989,ohio,2006
John A. Sullivan,5734,oklahoma,2006
Alan Gentges,15991,oklahoma,2006
Bill Wortman,15990,oklahoma,2006
Bill Shuster,3004,pennsylvania,2006
Tony Barr,16004,pennsylvania,2006
Thomas Timothy Holden,5338,pennsylvania,2006
Matthew A. Wertz,16010,pennsylvania,2006
Todd Russell Platts,14682,pennsylvania,2006
Philip J. Avillo,16013,pennsylvania,2006
Derf W. Maitland,16012,pennsylvania,2006
William Griff Griffith,16018,south carolina,2006
John M. Cobin,16017,south carolina,2006
Bob Inglis,2490,south carolina,2006
C. Faye Walters,13940,south carolina,2006
Zach Wamp,13952,tennessee,2006
Brent Benedict,16024,tennessee,2006
Lincoln Davis,8483,tennessee,2006
Kenneth W. Martin,15658,tennessee,2006
John Tanner,13960,tennessee,2006
James Hart,5622,tennessee,2006
John Farmer,16033,tennessee,2006
David T. Harris,16046,texas,2006
Carl Nulsen,16045,texas,2006
Joe Barton,2720,texas,2006
John Abney Culberson,2777,texas,2006
Drew P. Parks,9972,texas,2006
James B. Henley,16047,texas,2006
Mike Conaway,2768,texas,2006
Rubén Hinojosa,2849,texas,2006
Paul B. Haring,16054,texas,2006
Eddie Zamora,4076,texas,2006
Bob Goodlatte,2823,virginia,2006
Barbara Jean Pryor,16087,virginia,2006
Andre D. Peery,16086,virginia,2006
Judy M. Feder,11469,virginia,2006
Frank R. Wolf,3044,virginia,2006
Wilbur N. Wood,16092,virginia,2006
Neeraj C. Nigam,16091,virginia,2006
Doc Hastings,2843,washington,2006
Richard Wright,16096,washington,2006
Jim McDermott,2910,washington,2006
Linnea S. Noreen,16097,washington,2006
Steve Beren,16098,washington,2006
Nick Reid,16103,wisconsin,2006
David R. Obey,1098,wisconsin,2006
Mike R. Miles,15733,wisconsin,2006
Adrian DeLeon,16063,texas,2006
Josiah Robins Bonner,5553,alabama,2006
Vivian Sheffield Beckerle,15739,alabama,2006
Artur Davis,14807,alabama,2006
Trent Franks,2812,arizona,2006
John A. Thrasher,15746,arizona,2006
Powell E. Gammill,5498,arizona,2006
Todd Lewis Hooper,15760,california,2006
Lynn C. Woolsey,13281,california,2006
Richard W. Friesen,15759,california,2006
Joe Cobb,3882,arizona,2006
Raúl Grijalva,2833,arizona,2006
Ron Drake,15750,arizona,2006
Doris Matsui,2904,california,2006
Xiaochin Claire Yan,15758,california,2006
Jeff Kravitz,15757,california,2006
John C. Reiger,15327,california,2006
George Miller,2924,california,2006
Camden W. McConnell,15761,california,2006
Anthony R. De Maio,15770,california,2006
Sam Farr,2802,california,2006
Fortney H. Stark,13316,california,2006
George I. Bruno,15336,california,2006
Kevin McCarthy,2906,california,2006
Sharon M. Beery,15774,california,2006
Lois Capps,2748,california,2006
Victor D. Tognazzini,15775,california,2006
Adam B. Schiff,2990,california,2006
William J. Bodell,15785,california,2006
William M. Paparian,15784,california,2006
Lynda L. Llamas,15783,california,2006
Jim Keller,15782,california,2006
Gary G. Miller,2923,california,2006
Ken Calvert,2744,california,2006
Louis Vandenberg,14900,california,2006
Kevin D. Akin,15364,california,2006
John F. Chagnon,15818,florida,2006
John L. Mica,2920,florida,2006
Rodney M. Alexander,6062,louisiana,2006
Gloria Williams Hearn,15878,louisiana,2006
Brent Sanders,15877,louisiana,2006
John Watts,15876,louisiana,2006
Jim Corwin,15883,maryland,2006
Wayne T. Gilchrest,13590,maryland,2006
Chris Van Hollen,3028,maryland,2006
Jeffrey M. Stein,15893,maryland,2006
Gerard P. Giblin,15892,maryland,2006
David J. Newland,15481,michigan,2006
Kenneth L. Proctor,4895,michigan,2006
Bart T. Stupak,13601,michigan,2006
Don Hooper,15036,michigan,2006
Joshua J. Warren,15896,michigan,2006
Betty McCollum,2909,minnesota,2006
Obi Sium,15920,minnesota,2006
Candice S. Miller,2922,michigan,2006
Robert H. Denison,15911,michigan,2006
Mark A. Byrne,15910,michigan,2006
Candace Ruth Caveny,15909,michigan,2006
Francisco Richard Gualdoni,15908,michigan,2006
Andrew P. Lecureaux,14424,michigan,2006
Jerome Samuel White,11617,michigan,2006
Arthur W. Myatt,15914,michigan,2006
Sander M. Levin,2887,michigan,2006
Randell J. Shafer,15500,michigan,2006
Emanuel Cleaver II,2762,missouri,2006
Jacob Turk,3280,missouri,2006
Randy Langkraehr,3266,missouri,2006
Kenny Hulshof,9232,missouri,2006
Duane N. Burghard,15935,missouri,2006
Steven R. Hedrick,3261,missouri,2006
William M. Hastings,15934,missouri,2006
Bennie G. Thompson,3017,mississippi,2006
Yvonne R. Brown,15937,mississippi,2006
Howard Coble,2764,north carolina,2006
Rory Blake,13714,north carolina,2006
Patrick McHenry,2912,north carolina,2006
Richard C. Carsner,15944,north carolina,2006
Ralph Bradley Miller,6834,north carolina,2006
Vernon L. Robinson,5251,north carolina,2006
Earl Pomeroy,8446,north dakota,2006
Matt Mechtel,15945,north dakota,2006
Lee Terry,3016,nebraska,2006
James D. Esch,9890,nebraska,2006
Donald M. Payne,13763,new jersey,2006
Maurice D. Hinchey,8458,new york,2006
Michael A. Arcuri,8460,new york,2006
Raymond A. Meier,11453,new york,2006
Michael J. Sylvia,15977,new york,2006
Paul E. Gillmor,13854,ohio,2006
Robin R. Weirauch,11334,ohio,2006
Lewis R. Katz,15987,ohio,2006
Werner J. Lange,15986,ohio,2006
Steven C. LaTourette,5385,ohio,2006
Patrick K. Miller,15992,oklahoma,2006
David Daniel Boren,8468,oklahoma,2006
Jim Feldkamp,15628,oregon,2006
Peter A. DeFazio,2781,oregon,2006
Diana Irey Vaughan,11457,pennsylvania,2006
John P. Murtha,9940,pennsylvania,2006
Kenneth A. Capalbo,5575,rhode island,2006
Patrick Joseph Kennedy,9904,rhode island,2006
Jonathan P. Scott,16014,rhode island,2006
Jim Langevin,2880,rhode island,2006
Rodney D. Driver,14687,rhode island,2006
David Davis,16023,tennessee,2006
Robert N. Smith,5641,tennessee,2006
James W. Reeves,16021,tennessee,2006
Michael L. Peavler,15653,tennessee,2006
Rick Trent,16022,tennessee,2006
Mahmood Sabri,16020,tennessee,2006
Steve Cohen,2766,tennessee,2006
Jake Ford,16035,tennessee,2006
Mark White,16034,tennessee,2006
Sam Johnson,2865,texas,2006
Dan Dodd,16040,texas,2006
Christopher Claytor,10317,texas,2006
Gardner C. Osborne,16049,texas,2006
Kay Granger,2826,texas,2006
John R. Morris,16050,texas,2006
Ron Paul,7,texas,2006
Shane Reese Sklar,16053,texas,2006
Michael Commander Idrogo,15686,texas,2006
Charles A. Gonzalez,13994,texas,2006
Albert Uresti,16067,texas,2006
Craig T. Stephens,12598,texas,2006
Lukin Gilliland,16066,texas,2006
August G. Beltran,16065,texas,2006
Richard Bolaños,16064,texas,2006
Eddie Bernice Johnson,2863,texas,2006
Ken Ashby,3971,texas,2006
Wilson C. Aurbach,16078,texas,2006
J. Randy Forbes,2809,virginia,2006
Albert P. Burckard,16085,virginia,2006
Frederick C. Boucher,8493,virginia,2006
Charles W. Carrico,16090,virginia,2006
Larry W. Ishmael,5773,washington,2006
Jay Robert Inslee,8072,washington,2006
William D. Griffith,11339,california,2006
Justin Schoville,22897,vermont,2024
Matt Hill,22896,vermont,2024
Steve Berry,22898,vermont,2024
Gerald Malloy,18827,vermont,2024
Bernie Sanders,37,vermont,2024
Mark Stewart Greenstein,10038,vermont,2024
Scott D. Morrow,22681,wyoming,2024
John Barrasso,1069,wyoming,2024
Doug Dern,10956,michigan,2024
Douglas P. Marsh,22916,michigan,2024
Dave Stein,22915,michigan,2024
Joseph Solis-Mullen,22914,michigan,2024
Mike Rogers,2971,michigan,2024
Elissa Slotkin,8685,michigan,2024
Analisa Roche,23102,texas,2024
Tracy Andrus,19224,texas,2024
Ted Brown,10708,texas,2024
Colin Allred,9038,texas,2024
Ted Cruz,1052,texas,2024
Tariq K. Shabazz,23112,ohio,2024
Nathan Russell,23111,ohio,2024
David Allen Pastorius,17015,ohio,2024
Stephen Faris,9603,ohio,2024
Bernie Moreno,19025,ohio,2024
Donald C. Kissick,13169,ohio,2024
Sherrod Brown,1025,ohio,2024
Nella Louise Domenici,19350,new mexico,2024
Martin Heinrich,707,new mexico,2024
John Deaton,19481,massachusetts,2024
Elizabeth Ann Warren,975,massachusetts,2024
Joyce Lynne Lacey,22942,minnesota,2024
Amy Klobuchar,992,minnesota,2024
Rebecca Whiting,22941,minnesota,2024
Royce White,22475,minnesota,2024
Roger F. Wicker,1001,mississippi,2024
Ty Pinkins,22519,mississippi,2024
Tim Sheehy,19033,montana,2024
Sid Daoud,22482,montana,2024
Robert Barb,11115,montana,2024
Jon Tester,1002,montana,2024
,,nebraska,2024
Dan Osborn,19066,nebraska,2024
Deb Fischer,1007,nebraska,2024
Preston Love Jr.,11707,nebraska,2024
Pete Ricketts,1819,nebraska,2024
Chris Cunningham,20800,nevada,2024
Janine Hansen,4314,nevada,2024
,,nevada,2024
Sam Brown,18353,nevada,2024
Jacky S. Rosen,8322,nevada,2024
Katrina Christiansen,18197,north dakota,2024
Kevin Cramer,3110,north dakota,2024
Gina Bufe,11760,missouri,2024
Nathan Kline,23012,missouri,2024
Jared Young,23011,missouri,2024
W.C. Young,22840,missouri,2024
Lucas Kunce,17709,missouri,2024
Josh Hawley,8690,missouri,2024
Marty Selker,22775,pennsylvania,2024
Leila Hazou,22776,pennsylvania,2024
John C. Thomas,22774,pennsylvania,2024
Dave McCormick,18240,pennsylvania,2024
Robert P. Casey Jr.,1032,pennsylvania,2024
Patricia Morgan,22762,rhode island,2024
Sheldon Whitehouse,1038,rhode island,2024
Hastina Robinson,22979,tennessee,2024
"Pamela Jeanine ""P."" Moses",22978,tennessee,2024
Tharon Chandler,15230,tennessee,2024
Gloria Johnson,19050,tennessee,2024
Marsha Blackburn,2729,tennessee,2024
,,utah,2024
Laird F. Hamblin,18955,utah,2024
Caroline Gleich,22670,utah,2024
John Curtis,9049,utah,2024
Carlton E. Bowen,11582,utah,2024
Timothy Michael Kaine,80,virginia,2024
Hung Cao,18584,virginia,2024
Raul Garcia,7995,washington,2024
Maria Cantwell,1066,washington,2024
John Schiess,6263,wisconsin,2024
Thomas Leager,22806,wisconsin,2024
Phil Anderson,8131,wisconsin,2024
Eric D. Hovde,1239,wisconsin,2024
Tammy Baldwin,1067,wisconsin,2024
Jannie Prosser,23132,arizona,2024
Eduardo Quintana,22548,arizona,2024
Ruben Gallego,3883,arizona,2024
Kari Lake,14238,arizona,2024
Steven Cavin Sanders,23135,arizona,2024
Benjamin Rodriguez,11102,arizona,2024
Shawn Petty,23134,arizona,2024
David Bozic,23133,arizona,2024
Christopher Beckett,11100,arizona,2024
Sarah Williams,19477,arizona,2024
John Flynn,23140,connecticut,2024
Robert Finley Hyde,23050,connecticut,2024
Justin Paglino,10398,connecticut,2024
Christopher S. Murphy,446,connecticut,2024
Matthew M. Corey,3430,connecticut,2024
Demi Kouzounas,22420,maine,2024
Angus S. King Jr.,1187,maine,2024
David Allen Costello,22419,maine,2024
Jason S. Cherry,22838,maine,2024
Steve Garvey,19106,california,2024
Adam B. Schiff,2990,california,2024
Antonio Xavier Alvarez,18986,indiana,2024
Phillip Beachy,18984,indiana,2024
Andrew Horning,1181,indiana,2024
Valerie McCray,11667,indiana,2024
Jim Banks,8593,indiana,2024
Robin Rowe,23199,maryland,2024
Christy Renee Helmondollar,23198,maryland,2024
Irwin Gibbs,9551,maryland,2024
Billy Bridges,23197,maryland,2024
Patrick J. Burke,23196,maryland,2024
Mike Scott,22549,maryland,2024
Larry Hogan,6719,maryland,2024
Angela Alsobrooks,19218,maryland,2024
Joanne Kuniansky,17684,new jersey,2024
Patricia G. Mooneyham,22853,new jersey,2024
Kenneth R. Kaplan,6335,new jersey,2024
Christina Khalil,22852,new jersey,2024
Curtis Bashaw,19461,new jersey,2024
Andy Kim,8567,new jersey,2024
Diane Sare,4436,new york,2024
Kirsten E. Gillibrand,748,new york,2024
Michael D. Sapraicone,19068,new york,2024
Tim Stevenski,23207,west virginia,2024
Lewie Andrews,23206,west virginia,2024
Joshua Standridge,23205,west virginia,2024
David Moran,8182,west virginia,2024
Glenn Elliott,21989,west virginia,2024
Jim Justice,8062,west virginia,2024
"Michael ""Dr. Mike"" Katz",23005,delaware,2024
Eric Hansen,22761,delaware,2024
Lisa Blunt Rochester,8348,delaware,2024
Emma Jane Avila Pohlman,18663,hawaii,2024
Shelby Billionaire,23066,hawaii,2024
Bob McDermott,14961,hawaii,2024
Mazie K. Hirono,502,hawaii,2024
Howard Knepper,8107,florida,2024
Ben Everidge,22963,florida,2024
Tuan T.Q. Nguyen,17943,florida,2024
Feena Bonoan,17992,florida,2024
Debbie Mucarsel-Powell,8791,florida,2024
Rick Scott,6506,florida,2024
Raphael Warnock,10220,georgia,2022
Herschel Junior Walker,11490,georgia,2022
W. Thomas La Fontaine Olson,18784,louisiana,2022
John Kennedy,1595,louisiana,2022
Xan John,10952,louisiana,2022
Devin Lance Graham,16642,louisiana,2022
Gary Chambers,13110,louisiana,2022
Beryl A. Billiot,10949,louisiana,2022
Thomas Wenn,18787,louisiana,2022
Syrita Steib,17925,louisiana,2022
Aaron C. Sigler,10955,louisiana,2022
Salvador P. Rodriguez,18786,louisiana,2022
Luke Mixon,17924,louisiana,2022
"M.V. ""Vinny"" Mendoza",6077,louisiana,2022
Bradley McMorris,18785,louisiana,2022
Brian Schatz,2654,hawaii,2022
Dan Decker,18662,hawaii,2022
Emma Jane Avila Pohlman,18663,hawaii,2022
Feena Bonoan,17992,hawaii,2022
Bob McDermott,14961,hawaii,2022
Mike Crapo,525,idaho,2022
Idaho Sierra Law,10430,idaho,2022
Scott Oh Cleveland,17998,idaho,2022
David Roth,17997,idaho,2022
Ray J. Writz,8142,idaho,2022
Jerry Moran,566,kansas,2022
David C. Graham,18521,kansas,2022
Mark R. Holland,18040,kansas,2022
Lester Ralph Maul,7496,arizona,2022
William Michael Taylor,18920,arizona,2022
Todd James Smeltzer,18919,arizona,2022
Ty Richard McLean,18918,arizona,2022
Roxanne Renee Rodriguez,11084,arizona,2022
Edward Davida,11094,arizona,2022
Christopher Bullock,18917,arizona,2022
Sherrise Bordes,18916,arizona,2022
Marc Victor,6196,arizona,2022
Mark Kelly,9705,arizona,2022
Blake Masters,17695,arizona,2022
Frank Atwood,3849,colorado,2022
Brian Peotter,18496,colorado,2022
T.J. Cole,18861,colorado,2022
Joe O'Dea,18627,colorado,2022
Michael Bennet,429,colorado,2022
Moses Quiles,18453,florida,2022
Howard Knepper,8107,florida,2022
Edward A. Gray,18933,florida,2022
Uloma Uma Ekpete,18932,florida,2022
Tuan T.Q. Nguyen,17943,florida,2022
Steven B. Grant,17941,florida,2022
Dennis Misigoy,17945,florida,2022
Val Demings,4735,florida,2022
Marco Rubio,481,florida,2022
Michelle Estelle Lewis,18937,north carolina,2022
Matthew Hoh,18471,north carolina,2022
Shannon W. Bray,10246,north carolina,2022
Cheri Beasley,17724,north carolina,2022
Ted Budd,8570,north carolina,2022
,,nevada,2022
Neil Scott,11511,nevada,2022
Barry Rubinson,10561,nevada,2022
Barry Lindemann,18123,nevada,2022
Adam Paul Laxalt,6830,nevada,2022
Catherine Cortez Masto,6829,nevada,2022
Bill Redpath,4385,illinois,2022
Constant G. Vlakancic,12620,illinois,2022
Lowell Martin Seida,11700,illinois,2022
Tammy Duckworth,3090,illinois,2022
Kathy Salvi,18619,illinois,2022
Micahael L. Delaney,18395,oklahoma,2022
Madison Horn,18705,oklahoma,2022
James Lankford,2881,oklahoma,2022
Kenneth D. Blevins,18394,oklahoma,2022
Ray Woods,4650,oklahoma,2022
Kendra Horn,8968,oklahoma,2022
Markwayne Mullin,3122,oklahoma,2022
Robert Murphy,4186,oklahoma,2022
Krystle Matthews,18263,south carolina,2022
Tim Scott,2712,south carolina,2022
Adam Nicholas Paul,18949,wisconsin,2022
Ron Johnson,919,wisconsin,2022
Mandela Barnes,17690,wisconsin,2022
Jeremy Kauffman,18133,new hampshire,2022
Maggie Hassan,6712,new hampshire,2022
Donald C. Bolduc,9712,new hampshire,2022
Rick Becker,18864,north dakota,2022
Katrina Christiansen,18197,north dakota,2022
John Hoeven,669,north dakota,2022
John R. Thune,22,south dakota,2022
Tamara J. Lesnar,18749,south dakota,2022
Brian L. Bengs,18275,south dakota,2022
Michael Seguin,18956,utah,2022
Laird F. Hamblin,18955,utah,2022
Abraham Korb,18954,utah,2022
Tommy Williams,18307,utah,2022
Mike Lee,873,utah,2022
James Arthur Hansen,18305,utah,2022
Evan McMullin,8172,utah,2022
Tiffany Smiley,14330,washington,2022
Patty Murray,907,washington,2022
Peter Welch,3038,vermont,2022
Kerry Patrick Raheb,18318,vermont,2022
Gerald Malloy,18827,vermont,2022
Cris Ericson,6318,vermont,2022
Dawn Marie Ellis,18829,vermont,2022
Stephen Duke,18828,vermont,2022
Natasha Diamondstone-Kohout,18859,vermont,2022
Mark Coester,18317,vermont,2022
Andrew J. Wildman,4296,maryland,2022
Scottie Griffin,18958,maryland,2022
Chris Van Hollen,3028,maryland,2022
Chris Chaffee,4264,maryland,2022
Billy Ray Wilson,4351,kentucky,2022
Charles Lee Thomason,18959,kentucky,2022
Charles Booker,10283,kentucky,2022
Rand Paul,30,kentucky,2022
LaShondra Tinsley,18968,ohio,2022
Tim Ryan,2984,ohio,2022
Shane Hoffman,11778,ohio,2022
Stephen Faris,9603,ohio,2022
Matthew R. Esh,18967,ohio,2022
John Cheng,18966,ohio,2022
JD Vance,13265,ohio,2022
Chris Henry,6638,oregon,2022
Ron Wyden,788,oregon,2022
Dan Pulju,18566,oregon,2022
Jo Rae Perkins,4569,oregon,2022
Diane Sare,4436,new york,2022
Charles E. Schumer,744,new york,2022
Joe Pinion,18148,new york,2022
Michael Franken,18383,iowa,2022
Chuck Grassley,517,iowa,2022
Mark P. Meuser,17867,california,2022
Alex Padilla,17803,california,2022
Daniel Wassmer,18806,pennsylvania,2022
Richard L. Weiss,18239,pennsylvania,2022
Erik Gerhardt,18238,pennsylvania,2022
Mehmet Oz,17731,pennsylvania,2022
John Fetterman,8074,pennsylvania,2022
Shabadjot Bharara,18981,connecticut,2022
